年齢,職業,婚姻,学歴,債務不履行,平均残高,住宅ローン,個人ローン,連絡手段,最終通話日,最終通話月,最終通話秒数,通話回数_販促中,前回販促後_経過日数,通話回数_販促前,前回販促結果,今回販促結果
33,management,single,tertiary,いいえ,1956,いいえ,いいえ,telephone,8,nov,76,1,-1,0,unknown,失敗
42,management,married,unknown,いいえ,587,はい,いいえ,unknown,19,jun,16,9,-1,0,unknown,失敗
36,technician,single,secondary,いいえ,3254,はい,いいえ,unknown,27,oct,207,1,-1,0,unknown,成功
39,technician,single,secondary,いいえ,2910,はい,いいえ,unknown,17,jun,157,5,-1,0,unknown,失敗
33,blue-collar,married,secondary,いいえ,1219,はい,いいえ,cellular,18,may,51,3,367,4,other,失敗
37,blue-collar,single,primary,いいえ,5473,いいえ,はい,unknown,9,jun,198,2,-1,0,unknown,失敗
32,services,single,secondary,いいえ,486,いいえ,いいえ,cellular,29,jan,1181,1,-1,0,unknown,成功
42,blue-collar,married,secondary,いいえ,1288,はい,いいえ,telephone,2,feb,18,1,-1,0,unknown,失敗
57,services,married,secondary,いいえ,668,はい,はい,telephone,18,may,12,5,-1,0,unknown,失敗
37,blue-collar,married,primary,いいえ,152,はい,いいえ,cellular,17,apr,252,2,-1,0,unknown,失敗
41,entrepreneur,married,secondary,いいえ,547,いいえ,いいえ,cellular,29,jul,365,2,-1,0,unknown,失敗
44,blue-collar,married,primary,いいえ,-315,はい,いいえ,unknown,23,may,90,3,-1,0,unknown,失敗
39,technician,single,secondary,いいえ,556,はい,いいえ,unknown,29,may,322,1,-1,0,unknown,失敗
47,blue-collar,married,primary,はい,0,いいえ,いいえ,unknown,5,jun,148,2,-1,0,unknown,失敗
31,management,single,tertiary,いいえ,0,はい,はい,cellular,14,may,117,3,352,3,failure,失敗
42,blue-collar,married,primary,いいえ,-571,はい,はい,telephone,21,nov,136,2,179,4,failure,失敗
47,blue-collar,married,secondary,いいえ,4840,いいえ,いいえ,unknown,16,jun,53,1,-1,0,unknown,失敗
60,retired,divorced,tertiary,いいえ,1349,いいえ,はい,unknown,26,jun,198,2,-1,0,unknown,失敗
33,management,single,tertiary,いいえ,627,いいえ,いいえ,cellular,27,aug,61,5,-1,0,unknown,失敗
34,admin.,single,secondary,いいえ,0,はい,いいえ,cellular,2,jun,189,2,-1,0,unknown,失敗
39,management,married,secondary,いいえ,1007,はい,いいえ,cellular,18,nov,281,1,-1,0,unknown,失敗
34,services,married,secondary,いいえ,-62,はい,いいえ,unknown,16,jun,109,3,-1,0,unknown,失敗
49,entrepreneur,married,tertiary,いいえ,9824,いいえ,いいえ,unknown,5,jun,69,1,-1,0,unknown,失敗
32,technician,married,secondary,いいえ,5560,はい,はい,cellular,20,nov,330,3,-1,0,unknown,失敗
35,management,married,tertiary,いいえ,299,いいえ,いいえ,cellular,19,aug,1059,5,-1,0,unknown,失敗
58,technician,married,tertiary,いいえ,332,いいえ,いいえ,cellular,5,aug,371,3,-1,0,unknown,失敗
55,technician,married,secondary,いいえ,0,いいえ,いいえ,cellular,27,jul,506,2,-1,0,unknown,失敗
42,admin.,single,secondary,いいえ,1022,はい,いいえ,unknown,5,may,146,2,-1,0,unknown,失敗
61,management,married,tertiary,いいえ,0,はい,いいえ,cellular,15,apr,114,1,-1,0,unknown,失敗
25,admin.,single,secondary,いいえ,285,いいえ,いいえ,cellular,3,jul,658,3,-1,0,unknown,成功
50,blue-collar,married,primary,いいえ,9301,はい,いいえ,cellular,7,jul,136,4,-1,0,unknown,失敗
43,management,divorced,secondary,いいえ,1387,いいえ,いいえ,telephone,23,jul,296,2,-1,0,unknown,失敗
41,management,single,tertiary,いいえ,120,いいえ,はい,cellular,24,mar,81,1,49,3,other,失敗
33,management,married,tertiary,いいえ,4,はい,はい,cellular,24,jul,604,1,-1,0,unknown,失敗
35,admin.,married,secondary,いいえ,4698,はい,いいえ,unknown,16,jun,359,1,-1,0,unknown,失敗
45,unemployed,married,secondary,いいえ,736,いいえ,いいえ,unknown,20,jun,13,2,-1,0,unknown,失敗
58,retired,married,secondary,いいえ,100,はい,いいえ,cellular,11,jul,186,2,-1,0,unknown,失敗
31,blue-collar,married,primary,いいえ,196,いいえ,いいえ,cellular,7,aug,248,1,-1,0,unknown,失敗
62,self-employed,divorced,tertiary,いいえ,6,はい,いいえ,cellular,13,oct,216,1,183,4,success,成功
56,technician,divorced,secondary,いいえ,689,はい,いいえ,cellular,17,nov,110,1,103,4,failure,失敗
32,management,married,tertiary,いいえ,376,はい,いいえ,cellular,23,mar,248,4,-1,0,unknown,成功
28,student,single,secondary,いいえ,231,はい,いいえ,cellular,8,may,55,1,-1,0,unknown,失敗
35,blue-collar,married,primary,いいえ,3468,はい,いいえ,unknown,21,may,72,3,-1,0,unknown,失敗
53,technician,married,secondary,いいえ,180,いいえ,はい,cellular,19,aug,58,2,-1,0,unknown,失敗
33,housemaid,married,tertiary,いいえ,98,はい,はい,unknown,7,may,109,1,-1,0,unknown,失敗
50,blue-collar,married,primary,いいえ,42,はい,いいえ,unknown,4,jun,170,3,-1,0,unknown,失敗
29,self-employed,single,tertiary,いいえ,7752,いいえ,いいえ,cellular,3,jun,180,1,-1,0,unknown,失敗
43,admin.,divorced,secondary,いいえ,738,はい,いいえ,unknown,14,may,71,4,-1,0,unknown,失敗
27,technician,single,secondary,いいえ,1,はい,いいえ,unknown,2,jun,261,8,-1,0,unknown,失敗
38,entrepreneur,divorced,tertiary,いいえ,1690,いいえ,いいえ,cellular,23,jul,160,1,-1,0,unknown,失敗
31,management,single,tertiary,いいえ,2590,いいえ,いいえ,cellular,23,sep,103,2,484,2,other,失敗
32,self-employed,married,secondary,いいえ,-1668,はい,はい,cellular,16,jul,166,6,-1,0,unknown,失敗
28,management,single,tertiary,いいえ,939,はい,いいえ,unknown,27,may,740,1,-1,0,unknown,成功
32,admin.,single,secondary,いいえ,1630,はい,いいえ,cellular,30,jan,122,1,-1,0,unknown,失敗
42,self-employed,married,secondary,いいえ,513,いいえ,いいえ,telephone,5,feb,98,1,-1,0,unknown,失敗
40,management,married,tertiary,いいえ,132,はい,はい,cellular,18,nov,170,2,-1,0,unknown,失敗
32,technician,single,secondary,いいえ,-28,いいえ,はい,unknown,4,jul,400,1,-1,0,unknown,失敗
50,blue-collar,married,primary,いいえ,14,はい,はい,unknown,26,may,68,1,-1,0,unknown,失敗
55,management,married,tertiary,いいえ,2960,はい,いいえ,cellular,31,aug,81,1,98,11,other,失敗
36,management,single,tertiary,いいえ,0,いいえ,いいえ,cellular,27,aug,134,2,-1,0,unknown,失敗
58,housemaid,married,primary,いいえ,3957,いいえ,いいえ,unknown,17,jun,76,4,-1,0,unknown,失敗
29,management,single,secondary,いいえ,293,はい,いいえ,unknown,28,may,188,2,-1,0,unknown,失敗
44,blue-collar,divorced,primary,いいえ,3953,はい,いいえ,cellular,20,nov,661,1,-1,0,unknown,失敗
55,management,divorced,tertiary,いいえ,2037,いいえ,いいえ,cellular,2,nov,209,2,273,1,failure,成功
53,blue-collar,married,primary,いいえ,57,はい,いいえ,unknown,20,jun,4,20,-1,0,unknown,失敗
39,technician,single,secondary,いいえ,316,いいえ,いいえ,cellular,8,aug,100,1,-1,0,unknown,失敗
57,management,married,tertiary,いいえ,10583,いいえ,いいえ,cellular,25,mar,272,1,178,6,success,成功
54,management,married,tertiary,いいえ,534,いいえ,いいえ,cellular,1,jun,177,2,-1,0,unknown,成功
70,retired,married,primary,いいえ,579,いいえ,いいえ,cellular,11,feb,82,2,181,1,failure,失敗
40,management,single,tertiary,いいえ,759,はい,いいえ,telephone,20,apr,32,2,266,5,failure,失敗
57,management,married,tertiary,いいえ,3431,はい,いいえ,unknown,16,may,73,1,-1,0,unknown,失敗
32,management,married,tertiary,いいえ,628,いいえ,いいえ,cellular,30,apr,280,1,-1,0,unknown,失敗
48,admin.,married,secondary,いいえ,1131,いいえ,はい,cellular,8,may,49,1,-1,0,unknown,失敗
25,blue-collar,married,secondary,いいえ,59,はい,いいえ,cellular,25,jul,246,1,-1,0,unknown,失敗
40,self-employed,married,tertiary,いいえ,271,はい,いいえ,cellular,21,nov,124,3,102,4,failure,失敗
44,technician,married,secondary,いいえ,561,はい,いいえ,unknown,30,may,613,2,-1,0,unknown,失敗
58,retired,single,secondary,いいえ,-158,はい,いいえ,cellular,5,feb,55,1,8,1,other,失敗
41,blue-collar,married,primary,いいえ,-45,はい,はい,unknown,9,may,121,4,-1,0,unknown,失敗
59,blue-collar,divorced,secondary,いいえ,4190,はい,いいえ,cellular,20,nov,221,1,-1,0,unknown,失敗
31,technician,single,tertiary,いいえ,665,はい,いいえ,cellular,4,feb,156,1,-1,0,unknown,失敗
28,services,married,secondary,いいえ,633,いいえ,はい,cellular,25,jul,95,1,-1,0,unknown,失敗
24,self-employed,single,tertiary,いいえ,931,はい,いいえ,unknown,28,may,200,4,-1,0,unknown,失敗
70,management,married,tertiary,いいえ,1295,いいえ,いいえ,cellular,26,mar,698,1,-1,0,unknown,失敗
22,technician,single,secondary,いいえ,333,いいえ,はい,telephone,12,nov,129,1,-1,0,unknown,失敗
48,unemployed,married,primary,いいえ,296,はい,いいえ,unknown,9,may,164,8,-1,0,unknown,失敗
34,technician,married,secondary,いいえ,0,いいえ,はい,cellular,9,jul,62,1,-1,0,unknown,失敗
43,services,married,primary,いいえ,2557,はい,いいえ,telephone,15,oct,166,3,183,5,success,成功
36,technician,married,secondary,いいえ,4587,いいえ,いいえ,unknown,26,may,271,4,-1,0,unknown,失敗
52,blue-collar,married,secondary,いいえ,157,はい,はい,unknown,19,may,107,2,-1,0,unknown,失敗
24,admin.,single,tertiary,いいえ,674,はい,いいえ,cellular,6,jul,267,1,-1,0,unknown,成功
28,blue-collar,single,secondary,いいえ,235,はい,いいえ,unknown,16,jun,102,46,-1,0,unknown,失敗
27,student,single,secondary,いいえ,1625,いいえ,いいえ,cellular,2,feb,180,5,-1,0,unknown,失敗
50,management,married,tertiary,いいえ,-470,はい,いいえ,cellular,19,nov,130,2,160,1,failure,失敗
56,housemaid,married,primary,いいえ,954,いいえ,いいえ,unknown,20,jun,81,10,-1,0,unknown,失敗
30,management,single,tertiary,いいえ,20261,はい,いいえ,cellular,28,aug,81,10,-1,0,unknown,失敗
43,management,married,unknown,いいえ,0,はい,いいえ,unknown,5,may,105,2,-1,0,unknown,失敗
56,retired,married,secondary,いいえ,728,いいえ,いいえ,cellular,31,jul,107,15,-1,0,unknown,失敗
59,blue-collar,married,secondary,いいえ,448,いいえ,いいえ,unknown,8,jun,198,1,651,7,other,失敗
54,housemaid,married,primary,いいえ,3151,いいえ,いいえ,unknown,18,jun,350,7,-1,0,unknown,失敗
37,management,single,tertiary,いいえ,410,いいえ,いいえ,cellular,7,aug,542,3,-1,0,unknown,失敗
56,blue-collar,married,secondary,いいえ,3760,いいえ,いいえ,unknown,18,jun,243,3,-1,0,unknown,失敗
56,blue-collar,married,secondary,いいえ,659,はい,いいえ,cellular,29,jul,64,3,-1,0,unknown,失敗
32,entrepreneur,married,tertiary,いいえ,721,はい,いいえ,cellular,15,may,128,1,-1,0,unknown,失敗
46,services,married,secondary,いいえ,1400,いいえ,いいえ,unknown,23,jun,25,2,-1,0,unknown,失敗
32,self-employed,married,primary,いいえ,102,はい,いいえ,cellular,18,jul,560,1,-1,0,unknown,成功
29,blue-collar,single,primary,いいえ,10,いいえ,いいえ,cellular,14,jul,135,3,-1,0,unknown,失敗
53,blue-collar,married,secondary,いいえ,-711,はい,いいえ,unknown,2,jun,198,1,-1,0,unknown,失敗
40,housemaid,married,secondary,いいえ,541,はい,いいえ,cellular,30,jan,431,2,-1,0,unknown,失敗
45,technician,married,unknown,いいえ,886,はい,いいえ,cellular,1,sep,115,1,-1,0,unknown,失敗
36,admin.,single,secondary,いいえ,11174,はい,いいえ,cellular,15,apr,953,1,-1,0,unknown,成功
33,management,divorced,tertiary,いいえ,723,はい,いいえ,unknown,27,may,246,1,-1,0,unknown,失敗
38,technician,married,primary,いいえ,-1038,いいえ,はい,cellular,23,jul,222,1,-1,0,unknown,失敗
34,management,married,tertiary,いいえ,1666,いいえ,いいえ,cellular,11,aug,36,4,-1,0,unknown,失敗
30,technician,single,tertiary,いいえ,53,いいえ,いいえ,cellular,30,oct,155,1,184,1,success,失敗
32,technician,single,secondary,いいえ,283,はい,いいえ,cellular,29,jan,71,1,-1,0,unknown,失敗
34,management,married,secondary,いいえ,-311,はい,いいえ,unknown,27,may,305,2,-1,0,unknown,失敗
52,blue-collar,married,primary,いいえ,4793,はい,いいえ,telephone,21,nov,61,3,168,2,failure,失敗
25,admin.,single,tertiary,いいえ,1185,いいえ,いいえ,cellular,7,oct,290,1,114,1,failure,成功
53,management,married,tertiary,いいえ,1945,いいえ,いいえ,telephone,7,aug,262,7,-1,0,unknown,失敗
45,blue-collar,married,secondary,いいえ,2429,はい,いいえ,unknown,13,may,171,2,-1,0,unknown,失敗
55,blue-collar,divorced,primary,いいえ,39,はい,いいえ,unknown,13,may,343,1,-1,0,unknown,失敗
48,technician,married,secondary,いいえ,0,はい,いいえ,cellular,21,jul,112,1,-1,0,unknown,失敗
41,management,married,tertiary,いいえ,2781,はい,いいえ,cellular,12,aug,95,2,-1,0,unknown,失敗
43,management,married,tertiary,いいえ,0,いいえ,いいえ,cellular,31,jul,107,17,-1,0,unknown,失敗
42,blue-collar,single,primary,いいえ,134,はい,はい,unknown,8,may,82,1,-1,0,unknown,失敗
34,technician,single,tertiary,いいえ,184,はい,いいえ,cellular,30,jul,87,3,-1,0,unknown,失敗
29,student,single,unknown,いいえ,2929,いいえ,いいえ,cellular,11,aug,91,1,-1,0,unknown,失敗
31,self-employed,single,tertiary,いいえ,253,はい,いいえ,cellular,7,may,157,1,349,4,failure,失敗
32,technician,single,unknown,いいえ,-170,いいえ,いいえ,unknown,6,may,46,1,-1,0,unknown,失敗
31,management,married,tertiary,いいえ,877,いいえ,いいえ,cellular,9,sep,209,1,92,8,success,成功
40,admin.,married,secondary,いいえ,334,はい,いいえ,unknown,6,jun,84,5,-1,0,unknown,失敗
36,blue-collar,married,unknown,いいえ,-656,はい,いいえ,unknown,20,may,92,2,-1,0,unknown,失敗
42,services,single,secondary,いいえ,2628,はい,いいえ,cellular,19,nov,146,1,-1,0,unknown,失敗
35,admin.,married,secondary,いいえ,1035,はい,はい,unknown,9,jun,274,2,-1,0,unknown,失敗
51,entrepreneur,married,tertiary,いいえ,6659,はい,はい,unknown,15,may,203,1,-1,0,unknown,失敗
32,unemployed,married,secondary,いいえ,2400,はい,はい,cellular,5,feb,450,3,-1,0,unknown,失敗
30,management,married,tertiary,いいえ,451,いいえ,いいえ,cellular,5,may,173,1,274,3,failure,失敗
30,self-employed,single,tertiary,いいえ,0,はい,いいえ,cellular,5,may,57,1,301,1,failure,失敗
44,technician,single,secondary,いいえ,196,はい,いいえ,cellular,6,feb,386,3,-1,0,unknown,失敗
28,blue-collar,single,secondary,いいえ,9,はい,いいえ,unknown,17,oct,115,1,-1,0,unknown,失敗
38,technician,married,secondary,いいえ,0,はい,はい,cellular,7,may,193,2,296,5,other,失敗
46,self-employed,married,secondary,いいえ,942,いいえ,いいえ,cellular,11,aug,53,4,-1,0,unknown,失敗
35,technician,divorced,secondary,いいえ,89,いいえ,いいえ,cellular,28,aug,203,28,-1,0,unknown,失敗
57,blue-collar,married,secondary,いいえ,1412,はい,いいえ,cellular,9,apr,89,1,330,1,failure,失敗
50,services,married,secondary,いいえ,2956,はい,いいえ,unknown,14,may,686,1,-1,0,unknown,失敗
29,management,single,secondary,いいえ,584,はい,いいえ,unknown,16,jun,541,19,-1,0,unknown,失敗
34,blue-collar,single,secondary,いいえ,381,はい,いいえ,unknown,12,may,102,1,-1,0,unknown,失敗
59,retired,married,secondary,いいえ,493,いいえ,いいえ,cellular,30,apr,237,1,-1,0,unknown,成功
30,technician,single,tertiary,いいえ,2784,いいえ,いいえ,cellular,20,nov,808,3,-1,0,unknown,失敗
26,blue-collar,single,primary,いいえ,-579,はい,いいえ,unknown,16,may,320,3,-1,0,unknown,失敗
38,blue-collar,single,secondary,いいえ,0,はい,いいえ,cellular,21,jul,292,8,-1,0,unknown,失敗
30,services,single,secondary,いいえ,399,はい,はい,unknown,23,may,158,3,-1,0,unknown,失敗
47,technician,married,secondary,いいえ,147,いいえ,いいえ,cellular,22,aug,136,2,-1,0,unknown,失敗
27,housemaid,single,primary,いいえ,494,いいえ,いいえ,cellular,5,feb,16,10,-1,0,unknown,失敗
52,blue-collar,married,secondary,いいえ,310,はい,いいえ,unknown,28,may,211,4,-1,0,unknown,失敗
35,management,married,primary,いいえ,-326,はい,はい,cellular,20,nov,518,2,-1,0,unknown,失敗
32,admin.,married,secondary,いいえ,393,はい,いいえ,cellular,9,apr,236,1,330,1,failure,失敗
48,admin.,married,secondary,いいえ,113,はい,はい,cellular,9,jul,532,1,-1,0,unknown,失敗
29,blue-collar,married,primary,いいえ,243,いいえ,はい,cellular,11,jul,109,2,-1,0,unknown,失敗
31,blue-collar,married,secondary,いいえ,1138,はい,はい,unknown,21,may,254,3,-1,0,unknown,失敗
44,management,married,tertiary,いいえ,0,いいえ,いいえ,cellular,20,aug,122,2,-1,0,unknown,失敗
28,blue-collar,single,secondary,いいえ,438,はい,いいえ,cellular,5,feb,347,2,-1,0,unknown,失敗
52,blue-collar,married,secondary,いいえ,26,はい,いいえ,cellular,8,may,191,2,368,1,failure,失敗
28,management,single,tertiary,いいえ,2249,はい,はい,cellular,18,jul,595,2,-1,0,unknown,失敗
33,admin.,single,tertiary,いいえ,1077,いいえ,いいえ,cellular,26,may,118,2,-1,0,unknown,失敗
44,self-employed,divorced,tertiary,いいえ,4,はい,いいえ,unknown,6,may,312,3,-1,0,unknown,失敗
43,management,married,tertiary,いいえ,13851,はい,いいえ,cellular,21,nov,259,1,-1,0,unknown,失敗
20,student,single,unknown,いいえ,167,いいえ,いいえ,cellular,18,jan,237,1,-1,0,unknown,失敗
43,services,married,secondary,いいえ,2126,いいえ,いいえ,cellular,5,aug,92,2,-1,0,unknown,失敗
24,technician,married,secondary,いいえ,556,はい,いいえ,cellular,6,nov,368,2,80,2,success,成功
38,technician,married,tertiary,いいえ,-3,いいえ,いいえ,cellular,20,nov,251,2,101,3,failure,失敗
26,student,single,tertiary,いいえ,255,いいえ,いいえ,cellular,26,may,264,2,-1,0,unknown,失敗
45,technician,married,primary,いいえ,718,はい,いいえ,unknown,14,may,135,1,-1,0,unknown,失敗
38,management,married,tertiary,いいえ,595,はい,いいえ,cellular,18,nov,70,1,-1,0,unknown,失敗
25,blue-collar,single,primary,いいえ,147,はい,いいえ,cellular,20,apr,59,2,322,2,failure,失敗
44,blue-collar,married,primary,いいえ,-420,はい,いいえ,cellular,11,may,220,2,-1,0,unknown,失敗
27,management,single,tertiary,いいえ,2802,はい,いいえ,cellular,18,may,84,1,-1,0,unknown,失敗
27,student,single,secondary,いいえ,0,いいえ,はい,telephone,29,jan,125,1,-1,0,unknown,失敗
48,technician,married,secondary,いいえ,93,いいえ,いいえ,cellular,24,jul,537,2,-1,0,unknown,失敗
55,services,married,unknown,いいえ,715,はい,いいえ,telephone,30,jul,90,2,-1,0,unknown,失敗
29,technician,single,tertiary,いいえ,226,はい,いいえ,cellular,15,may,261,1,-1,0,unknown,失敗
43,entrepreneur,married,secondary,いいえ,3766,いいえ,いいえ,cellular,18,nov,84,4,-1,0,unknown,失敗
53,retired,married,primary,いいえ,232,はい,はい,unknown,17,jun,203,2,-1,0,unknown,失敗
25,management,single,tertiary,いいえ,490,はい,いいえ,unknown,6,jun,246,3,-1,0,unknown,失敗
52,blue-collar,married,secondary,いいえ,-519,はい,いいえ,unknown,9,jun,442,8,-1,0,unknown,成功
44,services,married,secondary,いいえ,556,いいえ,いいえ,unknown,19,may,134,3,-1,0,unknown,失敗
45,housemaid,married,primary,いいえ,7353,いいえ,いいえ,cellular,13,aug,536,2,-1,0,unknown,失敗
32,blue-collar,married,secondary,いいえ,0,いいえ,いいえ,cellular,6,feb,350,1,-1,0,unknown,失敗
40,self-employed,married,primary,いいえ,435,はい,はい,unknown,3,jun,131,5,-1,0,unknown,失敗
33,management,married,secondary,いいえ,480,はい,いいえ,cellular,18,nov,422,2,-1,0,unknown,失敗
29,blue-collar,married,secondary,いいえ,9,はい,いいえ,cellular,25,jul,236,8,-1,0,unknown,失敗
36,services,married,secondary,いいえ,136,いいえ,いいえ,unknown,9,jun,244,3,-1,0,unknown,失敗
30,admin.,single,tertiary,いいえ,4129,いいえ,いいえ,cellular,1,sep,77,1,-1,0,unknown,失敗
31,technician,single,tertiary,いいえ,418,いいえ,いいえ,cellular,7,aug,67,6,-1,0,unknown,失敗
30,management,single,tertiary,いいえ,188,いいえ,いいえ,cellular,28,jan,66,1,-1,0,unknown,失敗
48,management,divorced,tertiary,いいえ,657,いいえ,はい,cellular,29,jan,251,2,-1,0,unknown,失敗
40,admin.,divorced,secondary,いいえ,83,はい,いいえ,cellular,6,may,327,1,280,6,failure,失敗
31,technician,single,secondary,いいえ,4,いいえ,いいえ,cellular,13,aug,202,2,-1,0,unknown,失敗
44,management,married,tertiary,いいえ,5581,いいえ,いいえ,cellular,8,aug,202,2,-1,0,unknown,失敗
38,technician,married,tertiary,いいえ,0,いいえ,いいえ,cellular,22,aug,82,6,-1,0,unknown,失敗
26,services,married,secondary,いいえ,54,はい,いいえ,unknown,13,may,116,1,-1,0,unknown,失敗
26,management,single,tertiary,いいえ,157,はい,いいえ,cellular,30,jan,78,2,-1,0,unknown,失敗
30,technician,single,secondary,いいえ,1052,いいえ,いいえ,cellular,28,aug,147,2,-1,0,unknown,失敗
24,admin.,married,secondary,いいえ,230,はい,いいえ,cellular,15,may,73,1,-1,0,unknown,失敗
46,housemaid,single,tertiary,いいえ,3232,いいえ,いいえ,telephone,15,jun,94,2,-1,0,unknown,失敗
22,housemaid,single,secondary,いいえ,1796,いいえ,いいえ,cellular,28,jun,369,3,-1,0,unknown,成功
32,admin.,married,secondary,いいえ,995,いいえ,いいえ,cellular,3,sep,331,1,99,2,other,成功
78,retired,divorced,primary,いいえ,2787,いいえ,いいえ,telephone,1,jul,372,1,-1,0,unknown,成功
36,management,married,tertiary,いいえ,327,はい,いいえ,cellular,14,jul,74,6,-1,0,unknown,失敗
42,admin.,married,secondary,いいえ,874,はい,いいえ,cellular,7,may,176,1,287,2,other,失敗
60,retired,married,primary,いいえ,0,はい,いいえ,cellular,17,apr,68,3,343,1,other,失敗
35,management,married,tertiary,いいえ,193,はい,いいえ,cellular,17,apr,402,1,-1,0,unknown,失敗
30,blue-collar,married,secondary,いいえ,514,はい,いいえ,cellular,11,may,102,3,-1,0,unknown,失敗
69,admin.,married,secondary,いいえ,813,いいえ,いいえ,telephone,28,sep,237,2,-1,0,unknown,失敗
59,technician,divorced,secondary,いいえ,879,はい,いいえ,unknown,26,may,228,1,-1,0,unknown,失敗
28,technician,single,tertiary,いいえ,0,はい,いいえ,cellular,15,apr,217,2,-1,0,unknown,失敗
49,self-employed,married,tertiary,いいえ,23917,いいえ,いいえ,cellular,11,aug,51,4,-1,0,unknown,失敗
38,blue-collar,married,secondary,いいえ,284,はい,はい,unknown,3,jun,1030,6,-1,0,unknown,失敗
53,management,married,tertiary,いいえ,1144,はい,いいえ,unknown,30,may,142,2,-1,0,unknown,失敗
54,management,married,secondary,いいえ,0,いいえ,いいえ,cellular,19,nov,106,1,-1,0,unknown,失敗
48,entrepreneur,married,secondary,いいえ,86,はい,いいえ,unknown,13,may,98,1,-1,0,unknown,失敗
56,retired,married,primary,いいえ,13,はい,いいえ,unknown,12,may,123,2,-1,0,unknown,失敗
43,entrepreneur,married,tertiary,いいえ,396,いいえ,いいえ,unknown,11,jun,105,3,-1,0,unknown,失敗
54,management,married,tertiary,いいえ,67,はい,いいえ,cellular,2,feb,161,3,73,1,other,失敗
27,admin.,single,secondary,いいえ,240,はい,はい,unknown,9,jun,46,1,-1,0,unknown,失敗
54,housemaid,married,secondary,いいえ,1182,はい,いいえ,cellular,6,may,118,2,241,2,failure,失敗
38,entrepreneur,divorced,tertiary,いいえ,7929,いいえ,いいえ,cellular,8,jul,182,3,-1,0,unknown,失敗
33,blue-collar,married,secondary,いいえ,6227,はい,いいえ,unknown,23,may,76,2,-1,0,unknown,失敗
33,services,married,secondary,いいえ,881,はい,いいえ,unknown,21,may,67,5,-1,0,unknown,失敗
47,management,married,tertiary,いいえ,902,いいえ,いいえ,cellular,8,aug,75,3,-1,0,unknown,失敗
32,technician,married,secondary,いいえ,79,はい,いいえ,cellular,25,aug,417,4,-1,0,unknown,失敗
45,management,married,unknown,いいえ,1525,いいえ,いいえ,cellular,29,jul,36,2,-1,0,unknown,失敗
25,management,single,tertiary,いいえ,222,いいえ,いいえ,cellular,27,may,114,1,-1,0,unknown,失敗
37,services,married,primary,いいえ,0,はい,いいえ,cellular,12,may,631,1,344,1,success,失敗
45,blue-collar,married,secondary,いいえ,7895,はい,いいえ,cellular,4,feb,872,1,-1,0,unknown,成功
27,technician,single,tertiary,いいえ,1075,いいえ,いいえ,cellular,2,mar,658,1,-1,0,unknown,成功
47,technician,married,secondary,いいえ,-226,はい,いいえ,cellular,11,jul,289,2,-1,0,unknown,失敗
33,services,single,secondary,いいえ,1038,いいえ,はい,unknown,3,jul,108,1,-1,0,unknown,失敗
56,blue-collar,married,primary,いいえ,690,はい,いいえ,unknown,15,may,309,2,-1,0,unknown,失敗
31,admin.,single,tertiary,いいえ,383,いいえ,はい,cellular,6,feb,119,1,214,1,failure,失敗
35,blue-collar,married,secondary,いいえ,1454,はい,いいえ,telephone,20,apr,19,6,-1,0,unknown,失敗
42,self-employed,divorced,secondary,いいえ,484,はい,いいえ,cellular,17,jul,277,3,-1,0,unknown,失敗
37,blue-collar,divorced,primary,いいえ,139,はい,いいえ,unknown,7,may,71,1,-1,0,unknown,失敗
40,technician,divorced,secondary,いいえ,-1,いいえ,いいえ,unknown,9,jun,24,1,-1,0,unknown,失敗
33,blue-collar,married,primary,いいえ,142,はい,いいえ,cellular,13,may,136,5,-1,0,unknown,失敗
26,management,single,tertiary,いいえ,47,はい,いいえ,cellular,18,may,63,1,-1,0,unknown,失敗
35,self-employed,married,tertiary,いいえ,333,いいえ,いいえ,unknown,17,jun,78,5,-1,0,unknown,失敗
44,housemaid,married,primary,いいえ,2351,いいえ,いいえ,unknown,16,jun,250,2,-1,0,unknown,失敗
37,admin.,married,secondary,いいえ,-498,はい,はい,unknown,26,may,175,1,-1,0,unknown,失敗
61,management,married,tertiary,いいえ,997,いいえ,いいえ,cellular,10,mar,106,1,-1,0,unknown,成功
29,blue-collar,single,secondary,いいえ,-138,はい,はい,unknown,8,may,271,5,-1,0,unknown,失敗
33,management,married,tertiary,いいえ,0,はい,いいえ,unknown,2,jun,223,1,-1,0,unknown,失敗
39,blue-collar,married,secondary,いいえ,3832,はい,いいえ,unknown,20,jun,14,13,-1,0,unknown,失敗
33,blue-collar,married,secondary,いいえ,-77,はい,いいえ,cellular,28,jul,151,3,-1,0,unknown,失敗
29,technician,single,secondary,はい,-368,はい,いいえ,cellular,5,may,151,1,-1,0,unknown,失敗
31,technician,single,secondary,いいえ,1094,はい,いいえ,unknown,12,jun,93,8,-1,0,unknown,失敗
33,technician,single,secondary,いいえ,3499,はい,いいえ,cellular,11,may,143,3,356,1,other,失敗
30,services,married,primary,いいえ,21,はい,いいえ,unknown,9,may,409,3,-1,0,unknown,失敗
35,technician,married,tertiary,いいえ,712,はい,いいえ,unknown,27,may,73,2,-1,0,unknown,失敗
33,management,single,tertiary,いいえ,973,いいえ,いいえ,cellular,29,jan,762,1,-1,0,unknown,失敗
40,services,divorced,secondary,いいえ,1062,はい,いいえ,cellular,15,apr,389,2,299,4,failure,失敗
