ID,年齢,職業,婚姻,学歴,債務不履行,平均残高,住宅ローン,個人ローン,連絡手段,通話回数_販促中,経過日数,通話回数_販促前,前回販促結果,今回販促結果
4772,21,student,single,secondary,no,210,no,no,telephone,2,174,1,failure,yes
4773,21,services,married,secondary,no,0,yes,yes,unknown,5,999,0,unknown,yes
4774,52,retired,married,secondary,no,411,yes,no,cellular,3,200,10,nonexistent,yes
4775,36,management,single,tertiary,no,1531,yes,no,cellular,3,170,1,failure,yes
4776,26,services,single,tertiary,no,1624,yes,yes,unknown,1,999,0,unknown,yes
4777,26,technician,single,secondary,no,2087,no,no,unknown,1,999,0,unknown,yes
4778,28,blue-collar,single,secondary,no,39,no,no,cellular,7,999,0,unknown,yes
4779,24,technician,single,secondary,no,-256,yes,no,unknown,2,999,0,unknown,yes
4780,50,technician,married,secondary,no,3149,yes,no,cellular,1,190,1,nonexistent,yes
4781,40,technician,married,secondary,no,372,yes,no,cellular,1,100,2,failure,yes
4782,47,housemaid,married,secondary,no,3940,yes,no,cellular,1,87,1,nonexistent,yes
4783,26,management,single,tertiary,no,14004,yes,no,cellular,1,999,0,unknown,yes
4784,58,retired,married,secondary,no,374,yes,yes,cellular,1,196,1,failure,yes
4785,28,blue-collar,single,secondary,no,-284,yes,no,unknown,1,999,0,unknown,yes
4786,26,technician,married,tertiary,no,8,yes,yes,unknown,2,999,0,unknown,yes
4787,70,retired,married,tertiary,no,15834,no,no,cellular,3,186,1,failure,yes
4788,27,student,single,secondary,no,106,yes,no,telephone,1,999,0,unknown,yes
4789,70,retired,married,primary,no,3230,no,no,cellular,1,999,0,unknown,yes
4790,35,management,single,tertiary,no,714,yes,no,cellular,2,224,22,failure,yes
4791,37,management,married,primary,no,5427,no,no,cellular,1,159,1,failure,yes
4792,22,student,single,secondary,no,241,yes,no,cellular,1,999,0,unknown,yes
4793,26,blue-collar,single,secondary,no,1292,yes,no,cellular,4,999,0,unknown,yes
4794,26,services,divorced,primary,yes,2,yes,yes,cellular,16,999,0,unknown,yes
4795,26,technician,single,tertiary,no,291,no,yes,cellular,1,999,0,unknown,yes
4796,52,management,married,tertiary,no,583,no,no,cellular,1,84,1,failure,yes
4797,28,entrepreneur,single,tertiary,no,219,yes,no,unknown,1,999,0,unknown,yes
4798,33,admin.,married,tertiary,no,882,no,no,telephone,1,151,3,failure,yes
4799,43,admin.,divorced,secondary,no,15511,yes,no,unknown,1,999,0,unknown,yes
4800,43,technician,single,secondary,yes,685,yes,no,cellular,1,110,2,failure,yes
4801,51,services,married,secondary,no,867,yes,no,cellular,2,211,3,failure,yes
4802,25,blue-collar,married,secondary,no,758,yes,no,unknown,3,999,0,unknown,yes
4803,31,management,married,tertiary,no,4924,yes,no,cellular,1,182,2,failure,yes
4804,32,technician,married,secondary,no,344,yes,no,cellular,3,140,2,failure,yes
4805,31,technician,married,secondary,no,0,yes,yes,cellular,1,223,9,nonexistent,yes
4806,34,management,married,tertiary,no,63,no,no,cellular,1,102,2,failure,yes
4807,45,blue-collar,married,secondary,no,392,yes,no,cellular,2,127,2,failure,yes
4808,27,admin.,married,secondary,no,941,yes,no,cellular,1,999,0,unknown,yes
4809,70,retired,divorced,primary,no,828,no,no,cellular,1,999,0,unknown,yes
4810,30,management,married,tertiary,no,805,no,no,cellular,3,194,1,failure,yes
4811,38,blue-collar,married,secondary,no,-288,yes,yes,cellular,1,165,2,failure,yes
4812,50,technician,married,secondary,no,-70,yes,yes,cellular,2,191,1,failure,yes
4813,51,management,married,tertiary,no,0,yes,yes,cellular,1,84,1,nonexistent,yes
4814,84,retired,divorced,primary,no,1680,no,no,telephone,5,97,3,nonexistent,yes
4815,32,technician,married,unknown,no,14533,no,no,cellular,3,198,2,success,yes
4816,25,blue-collar,married,secondary,no,-306,yes,no,unknown,3,999,0,unknown,yes
4817,80,retired,married,secondary,no,8304,no,no,telephone,1,118,11,success,yes
4818,28,technician,single,secondary,no,3,yes,no,cellular,2,999,0,unknown,yes
4819,27,management,single,tertiary,no,791,no,no,cellular,1,999,0,unknown,yes
4820,26,management,single,tertiary,no,1643,no,no,cellular,1,999,0,unknown,yes
4821,27,management,single,unknown,no,1029,yes,no,unknown,2,999,0,unknown,yes
4822,41,technician,single,tertiary,no,431,no,no,cellular,2,186,3,success,yes
4823,31,self-employed,single,unknown,no,7118,yes,no,cellular,1,168,2,nonexistent,yes
4824,28,management,married,secondary,no,466,yes,no,cellular,2,999,0,unknown,yes
4825,28,management,single,tertiary,no,175,yes,no,cellular,1,999,0,unknown,yes
4826,24,self-employed,single,tertiary,no,2376,no,no,cellular,1,106,1,success,yes
4827,25,blue-collar,single,secondary,no,2,no,no,unknown,2,999,0,unknown,yes
4828,26,services,single,secondary,no,49,no,no,cellular,1,999,0,unknown,yes
4829,37,blue-collar,married,secondary,no,1165,yes,no,cellular,3,173,7,failure,yes
4830,36,technician,married,secondary,no,1508,no,no,cellular,2,185,8,failure,yes
4831,31,blue-collar,married,secondary,no,1664,yes,no,cellular,1,182,1,success,yes
4832,27,admin.,married,secondary,no,639,no,yes,cellular,3,999,0,unknown,yes
4833,19,student,single,primary,no,245,no,no,telephone,2,110,2,nonexistent,yes
4834,42,admin.,married,secondary,no,1133,yes,no,cellular,4,212,3,failure,yes
4835,66,admin.,single,secondary,no,10177,no,no,cellular,4,999,0,unknown,yes
4836,28,admin.,single,tertiary,no,373,yes,no,cellular,1,79,4,nonexistent,yes
4837,27,management,single,tertiary,yes,-308,yes,no,unknown,16,999,0,unknown,yes
4838,24,technician,single,secondary,no,681,yes,no,unknown,2,999,0,unknown,yes
4839,38,management,single,unknown,no,715,yes,no,cellular,1,132,3,failure,yes
4840,33,management,single,tertiary,no,2465,no,no,cellular,2,95,1,success,yes
4841,42,management,married,tertiary,no,1205,no,no,telephone,1,188,2,success,yes
4842,28,management,single,tertiary,no,1027,yes,no,cellular,1,999,0,unknown,yes
4843,35,technician,married,tertiary,no,0,yes,yes,cellular,1,62,6,nonexistent,yes
4844,24,admin.,single,secondary,no,507,yes,no,unknown,3,999,0,unknown,yes
4845,38,admin.,single,secondary,no,1560,yes,no,cellular,2,178,3,failure,yes
4846,53,blue-collar,married,secondary,no,3815,no,no,telephone,2,149,3,failure,yes
4847,21,student,single,secondary,no,6844,no,no,cellular,3,127,7,nonexistent,yes
4848,27,technician,single,secondary,no,0,no,no,cellular,3,999,0,unknown,yes
4849,35,admin.,divorced,secondary,no,183,no,yes,cellular,7,217,1,failure,yes
4850,26,technician,single,tertiary,no,1274,no,no,telephone,2,999,0,unknown,yes
4851,57,services,divorced,primary,no,362,no,no,cellular,1,231,1,failure,yes
4852,27,unemployed,single,tertiary,no,77,no,no,cellular,4,77,1,success,yes
4853,54,management,divorced,tertiary,no,496,no,no,cellular,1,140,3,success,yes
4854,44,services,married,secondary,no,-289,no,yes,cellular,1,118,1,nonexistent,yes
4855,50,management,married,tertiary,no,4374,yes,no,cellular,2,113,3,failure,yes
4856,67,management,married,tertiary,no,694,no,no,cellular,1,999,0,unknown,yes
4857,30,admin.,single,secondary,no,1027,yes,no,cellular,2,114,1,success,yes
4858,66,management,married,unknown,no,2149,yes,no,cellular,6,103,4,nonexistent,yes
4859,31,management,married,unknown,no,68,yes,no,cellular,2,189,27,nonexistent,yes
4860,28,technician,single,secondary,no,6551,no,no,cellular,1,999,0,unknown,yes
4861,70,retired,married,tertiary,no,15834,no,no,telephone,1,999,0,unknown,yes
4862,33,blue-collar,single,secondary,no,123,yes,no,cellular,3,212,4,failure,yes
4863,27,admin.,single,secondary,no,557,yes,no,cellular,2,999,0,unknown,yes
4864,52,admin.,married,secondary,no,199,no,no,cellular,2,189,1,nonexistent,yes
4865,27,technician,single,tertiary,no,535,yes,no,unknown,3,999,0,unknown,yes
4866,39,technician,married,tertiary,no,508,no,no,cellular,1,122,3,failure,yes
4867,45,blue-collar,married,secondary,no,28,no,yes,cellular,1,222,1,nonexistent,yes
4868,37,management,married,tertiary,no,9269,yes,yes,cellular,1,149,2,failure,yes
4869,44,unemployed,married,secondary,no,0,no,no,cellular,2,165,4,failure,yes
4870,34,management,single,tertiary,no,0,yes,yes,cellular,2,98,1,nonexistent,yes
4871,23,blue-collar,single,secondary,no,525,yes,no,unknown,1,999,0,unknown,yes
4872,28,entrepreneur,married,unknown,no,1034,no,no,cellular,1,999,0,unknown,yes
4873,50,services,married,secondary,no,26394,no,no,cellular,4,999,0,unknown,yes
4874,25,management,married,tertiary,no,51,yes,no,cellular,4,999,0,unknown,yes
4875,23,blue-collar,single,unknown,no,817,yes,no,cellular,1,999,0,unknown,yes
4876,24,student,single,secondary,no,547,no,no,telephone,1,999,0,unknown,yes
4877,37,management,married,tertiary,no,-76,yes,no,cellular,1,204,1,nonexistent,yes
4878,35,management,single,secondary,no,356,yes,no,cellular,5,114,7,failure,yes
4879,28,management,single,tertiary,no,-328,yes,no,telephone,2,999,0,unknown,yes
4880,25,technician,single,secondary,no,616,no,yes,cellular,4,999,0,unknown,yes
4881,45,technician,married,secondary,no,2020,yes,no,cellular,1,131,1,failure,yes
4882,63,retired,married,tertiary,no,4692,yes,no,cellular,1,181,2,failure,yes
4883,50,admin.,divorced,secondary,no,797,yes,no,telephone,3,119,8,failure,yes
4884,27,admin.,single,secondary,no,685,yes,no,unknown,2,999,0,unknown,yes
4885,27,services,single,secondary,no,482,yes,no,unknown,2,999,0,unknown,yes
4886,32,blue-collar,single,primary,no,1918,yes,no,cellular,1,172,1,failure,yes
4887,30,student,single,unknown,no,145,no,no,cellular,3,175,1,failure,yes
4888,28,services,single,tertiary,no,441,no,no,cellular,1,999,0,unknown,yes
4889,41,management,divorced,tertiary,no,3355,no,no,cellular,2,500,1,failure,yes
4890,26,services,single,secondary,yes,-599,yes,yes,unknown,3,999,0,unknown,yes
4891,55,admin.,married,secondary,no,9329,no,no,cellular,1,113,2,failure,yes
4892,46,services,divorced,secondary,no,864,yes,no,cellular,5,188,2,failure,yes
4893,28,blue-collar,single,secondary,no,369,yes,no,unknown,3,999,0,unknown,yes
4894,76,retired,married,secondary,no,852,no,no,telephone,2,999,0,unknown,yes
4895,40,admin.,single,tertiary,no,283,yes,no,cellular,1,153,4,failure,yes
4896,32,admin.,married,secondary,no,3540,yes,no,cellular,1,178,1,failure,yes
4897,28,blue-collar,single,secondary,no,1103,yes,no,unknown,11,999,0,unknown,yes
4898,32,admin.,single,secondary,no,4344,yes,no,cellular,2,118,3,failure,yes
4899,46,blue-collar,married,secondary,no,942,no,no,cellular,3,119,2,failure,yes
4900,25,services,single,secondary,no,642,yes,yes,cellular,2,999,0,unknown,yes
4901,42,admin.,married,secondary,no,1535,yes,no,cellular,1,108,2,failure,yes
4902,33,admin.,divorced,secondary,no,335,yes,no,cellular,1,184,2,failure,yes
4903,50,technician,married,secondary,no,2497,yes,no,cellular,1,176,1,failure,yes
4904,55,management,divorced,tertiary,no,7010,no,no,cellular,1,195,2,failure,yes
4905,27,services,married,secondary,no,199,no,no,cellular,2,195,6,failure,yes
4906,54,management,single,tertiary,no,2081,no,no,cellular,2,108,1,failure,yes
4907,37,blue-collar,divorced,secondary,no,33,yes,no,cellular,2,167,1,failure,yes
4908,42,self-employed,married,tertiary,no,21861,no,no,unknown,2,999,0,unknown,yes
4909,77,retired,divorced,primary,no,639,no,no,telephone,7,999,0,unknown,yes
4910,49,entrepreneur,married,tertiary,no,313,yes,no,cellular,2,188,2,failure,yes
4911,35,management,single,tertiary,no,671,yes,no,cellular,1,83,1,success,yes
4912,21,student,single,primary,no,281,no,no,unknown,1,999,0,unknown,yes
4913,26,management,single,secondary,no,651,no,yes,cellular,1,999,0,unknown,yes
4914,38,management,single,tertiary,no,1515,yes,no,cellular,1,110,5,failure,yes
4915,46,services,married,secondary,no,0,yes,no,cellular,1,124,1,nonexistent,yes
4916,34,student,single,tertiary,no,3404,yes,no,cellular,1,139,5,failure,yes
4917,65,management,married,tertiary,no,1097,no,no,cellular,1,196,1,nonexistent,yes
4918,41,admin.,single,secondary,no,748,no,no,telephone,7,130,3,nonexistent,yes
4919,45,admin.,married,secondary,no,1097,yes,yes,cellular,1,208,1,failure,yes
4920,28,blue-collar,single,secondary,no,235,yes,no,unknown,46,999,0,unknown,yes
4921,42,blue-collar,married,primary,no,875,yes,no,cellular,5,148,1,failure,yes
4922,45,technician,married,tertiary,no,1818,yes,yes,cellular,1,142,5,success,yes
4923,31,technician,married,tertiary,no,3192,yes,no,cellular,1,186,2,failure,yes
4924,30,services,married,primary,no,1015,yes,no,cellular,1,113,8,failure,yes
4925,28,blue-collar,married,secondary,no,131,yes,no,unknown,5,999,0,unknown,yes
4926,62,retired,married,primary,no,3738,no,no,telephone,3,185,1,failure,yes
4927,33,management,single,secondary,no,1615,yes,no,cellular,8,174,3,failure,yes
4928,28,blue-collar,married,tertiary,no,902,yes,no,telephone,2,999,0,unknown,yes
4929,30,management,married,secondary,no,-559,yes,yes,cellular,1,167,2,failure,yes
4930,37,management,divorced,secondary,no,414,no,no,cellular,2,162,4,failure,yes
4931,28,services,married,secondary,no,1394,yes,no,cellular,2,999,0,unknown,yes
4932,34,technician,married,secondary,no,5553,yes,no,cellular,2,182,5,failure,yes
4933,28,blue-collar,single,secondary,no,121,no,no,cellular,2,999,0,unknown,yes
4934,57,technician,married,secondary,no,1158,no,no,unknown,2,109,21,nonexistent,yes
4935,52,blue-collar,married,primary,no,4793,yes,no,telephone,3,168,2,failure,yes
4936,58,entrepreneur,married,tertiary,no,0,yes,yes,cellular,2,229,2,failure,yes
4937,82,unknown,divorced,unknown,no,0,no,no,telephone,5,999,0,unknown,yes
4938,34,technician,married,secondary,no,1026,no,no,cellular,1,100,6,failure,yes
4939,40,technician,married,secondary,no,694,yes,no,cellular,4,196,5,failure,yes
4940,72,retired,single,unknown,no,588,no,yes,cellular,3,999,0,unknown,yes
4941,27,services,married,secondary,no,15,yes,no,unknown,1,999,0,unknown,yes
4942,38,services,married,tertiary,no,0,yes,no,cellular,1,147,4,failure,yes
4943,34,blue-collar,married,secondary,no,1221,yes,no,cellular,1,90,8,failure,yes
4944,51,management,married,tertiary,no,1612,yes,no,cellular,2,131,1,failure,yes
4945,32,admin.,married,secondary,no,1785,yes,no,cellular,2,154,6,nonexistent,yes
4946,28,technician,single,secondary,no,799,yes,no,cellular,1,999,0,unknown,yes
4947,34,services,married,secondary,no,703,no,no,cellular,2,150,2,failure,yes
4948,23,student,single,tertiary,no,1592,no,no,cellular,1,999,0,unknown,yes
4949,38,technician,single,secondary,no,103,yes,no,cellular,1,187,3,failure,yes
4950,25,technician,single,secondary,no,0,yes,no,cellular,5,999,0,unknown,yes
4951,33,student,single,unknown,no,5969,no,no,cellular,1,83,7,failure,yes
4952,26,unemployed,married,primary,no,440,no,no,cellular,1,999,0,unknown,yes
4953,71,retired,divorced,tertiary,no,261,no,no,cellular,2,999,0,unknown,yes
4954,25,blue-collar,single,secondary,no,2354,no,yes,unknown,1,999,0,unknown,yes
4955,61,housemaid,married,primary,no,848,no,no,cellular,1,187,1,nonexistent,yes
4956,37,admin.,married,secondary,no,96,no,no,cellular,1,182,3,success,yes
4957,28,services,single,secondary,no,317,yes,no,unknown,3,999,0,unknown,yes
4958,25,student,single,unknown,no,92,no,no,cellular,1,999,0,unknown,yes
4959,52,services,married,secondary,no,393,yes,yes,cellular,1,182,8,failure,yes
4960,23,admin.,single,secondary,no,5,no,no,unknown,1,999,0,unknown,yes
4961,33,management,single,tertiary,no,5145,yes,no,cellular,1,175,2,nonexistent,yes
4962,26,services,married,secondary,no,104,no,no,unknown,1,999,0,unknown,yes
4963,36,management,single,tertiary,no,20,yes,no,cellular,2,150,3,nonexistent,yes
4964,27,admin.,single,secondary,no,3638,no,no,cellular,5,999,0,unknown,yes
4965,32,services,single,secondary,no,481,yes,no,cellular,3,174,4,failure,yes
4966,35,management,married,secondary,no,724,yes,no,cellular,3,96,3,success,yes
4967,74,retired,married,primary,no,0,no,no,telephone,1,999,0,unknown,yes
4968,73,retired,married,unknown,no,519,no,no,telephone,1,999,0,unknown,yes
4969,32,technician,married,tertiary,no,8023,no,no,cellular,1,97,1,nonexistent,yes
4970,32,technician,married,secondary,no,253,yes,no,cellular,1,170,3,failure,yes
4971,26,admin.,married,tertiary,no,319,no,no,cellular,1,999,0,unknown,yes
4972,53,technician,married,secondary,no,3398,no,yes,telephone,6,113,13,nonexistent,yes
4973,55,management,married,tertiary,no,2960,yes,no,cellular,1,98,11,nonexistent,yes
4974,31,blue-collar,married,primary,no,2198,no,no,cellular,2,172,2,failure,yes
4975,34,self-employed,married,tertiary,no,263,no,no,cellular,1,78,8,nonexistent,yes
4976,28,services,single,secondary,no,298,no,no,cellular,2,999,0,unknown,yes
4977,26,technician,single,secondary,no,150,yes,no,unknown,1,999,0,unknown,yes
4978,26,blue-collar,single,secondary,no,401,yes,no,unknown,1,999,0,unknown,yes
4979,28,admin.,single,tertiary,no,336,no,no,cellular,1,999,0,unknown,yes
4980,27,blue-collar,married,secondary,no,-59,no,yes,cellular,3,999,0,unknown,yes
4981,41,blue-collar,married,primary,no,0,yes,no,cellular,4,200,4,success,yes
4982,54,unknown,divorced,tertiary,no,2272,yes,no,telephone,1,189,1,failure,yes
4983,73,retired,married,primary,no,9160,no,no,cellular,2,90,3,nonexistent,yes
4984,25,admin.,single,secondary,no,-213,no,yes,cellular,1,999,0,unknown,yes
4985,31,entrepreneur,married,secondary,no,10,yes,yes,cellular,3,188,9,failure,yes
4986,68,retired,married,secondary,no,3588,no,no,telephone,1,999,0,unknown,yes
4987,27,technician,single,tertiary,no,-291,yes,no,unknown,2,999,0,unknown,yes
4988,25,management,single,tertiary,no,667,no,no,cellular,2,999,0,unknown,yes
4989,28,management,single,unknown,no,81,no,yes,cellular,1,999,0,unknown,yes
4990,33,technician,single,tertiary,no,179,yes,no,cellular,2,181,4,nonexistent,yes
4991,27,housemaid,married,secondary,no,22,yes,yes,unknown,1,999,0,unknown,yes
4992,41,technician,married,secondary,no,2125,yes,yes,cellular,3,116,4,failure,yes
4993,39,blue-collar,married,unknown,no,0,no,no,cellular,1,193,3,failure,yes
4994,54,management,married,tertiary,no,6525,yes,no,cellular,1,170,3,failure,yes
4995,31,blue-collar,single,secondary,no,5607,no,no,cellular,2,184,1,failure,yes
4996,28,management,single,tertiary,no,9710,no,no,cellular,2,999,0,unknown,yes
4997,28,blue-collar,married,secondary,no,1325,yes,no,cellular,1,999,0,unknown,yes
4998,26,blue-collar,married,secondary,no,1101,no,no,telephone,1,999,0,unknown,yes
4999,70,retired,divorced,secondary,no,6850,no,no,telephone,3,183,1,failure,yes
5000,40,entrepreneur,married,tertiary,no,2644,yes,no,cellular,1,133,3,failure,yes
5001,56,blue-collar,divorced,primary,no,12,no,no,cellular,2,135,1,failure,yes
5002,25,blue-collar,married,primary,no,657,yes,yes,unknown,1,999,0,unknown,yes
5003,39,technician,married,secondary,no,958,yes,no,cellular,5,142,4,failure,yes
5004,25,management,single,tertiary,no,89,no,no,cellular,1,999,0,unknown,yes
5005,26,management,single,tertiary,no,690,no,no,cellular,3,999,0,unknown,yes
5006,27,management,single,tertiary,no,2821,yes,no,cellular,2,999,0,unknown,yes
5007,52,blue-collar,married,primary,no,863,no,no,cellular,2,170,3,failure,yes
5008,56,retired,married,secondary,no,728,no,no,cellular,2,110,15,failure,yes
5009,24,student,single,secondary,no,2,no,no,cellular,1,999,0,unknown,yes
5010,59,retired,married,secondary,no,32948,no,no,cellular,1,174,2,failure,yes
5011,25,blue-collar,single,secondary,no,192,no,no,telephone,2,999,0,unknown,yes
5012,43,blue-collar,married,secondary,no,1927,yes,no,cellular,1,152,1,failure,yes
5013,26,admin.,single,secondary,yes,0,yes,no,cellular,2,999,0,unknown,yes
5014,26,services,single,secondary,no,397,no,no,cellular,1,999,0,unknown,yes
5015,33,management,married,tertiary,no,0,yes,no,cellular,1,170,1,failure,yes
5016,53,management,married,tertiary,no,1945,no,no,cellular,4,106,7,failure,yes
5017,33,admin.,married,secondary,no,7,yes,no,cellular,1,148,1,failure,yes
5018,39,services,married,secondary,no,435,yes,no,cellular,6,175,3,nonexistent,yes
5019,26,services,married,secondary,no,-16,yes,no,cellular,1,999,0,unknown,yes
5020,34,technician,single,tertiary,no,2481,no,no,cellular,16,192,14,nonexistent,yes
5021,23,technician,married,secondary,no,4,yes,no,cellular,1,999,0,unknown,yes
5022,76,retired,married,primary,no,2632,no,no,cellular,2,999,0,unknown,yes
5023,28,management,married,tertiary,no,9664,yes,no,cellular,2,999,0,unknown,yes
5024,55,blue-collar,married,secondary,no,12401,no,no,telephone,9,511,4,nonexistent,yes
5025,25,services,single,secondary,no,94,no,no,unknown,1,999,0,unknown,yes
5026,49,blue-collar,married,primary,no,217,yes,no,cellular,2,196,4,nonexistent,yes
5027,63,technician,married,secondary,no,896,yes,no,cellular,3,91,4,nonexistent,yes
5028,28,admin.,married,secondary,no,22171,yes,no,unknown,3,999,0,unknown,yes
5029,47,technician,married,secondary,no,826,yes,no,telephone,3,112,8,nonexistent,yes
5030,28,student,single,secondary,no,39,yes,no,cellular,1,999,0,unknown,yes
5031,69,retired,married,tertiary,no,473,no,no,cellular,1,78,1,failure,yes
5032,42,management,married,tertiary,no,1272,yes,no,cellular,1,169,1,failure,yes
5033,25,blue-collar,married,secondary,no,77,yes,no,unknown,1,999,0,unknown,yes
5034,37,admin.,married,secondary,no,1314,yes,no,cellular,1,91,10,failure,yes
5035,26,blue-collar,single,secondary,no,658,no,yes,telephone,4,999,0,unknown,yes
5036,28,technician,single,secondary,no,-219,yes,no,unknown,2,999,0,unknown,yes
5037,80,retired,married,secondary,no,1610,no,no,cellular,1,999,0,unknown,yes
5038,26,blue-collar,single,secondary,no,24,yes,no,unknown,1,999,0,unknown,yes
5039,32,admin.,married,secondary,no,1229,no,no,cellular,1,182,1,success,yes
5040,35,blue-collar,single,primary,no,2040,no,no,cellular,1,157,4,failure,yes
5041,59,retired,married,tertiary,no,941,no,yes,cellular,1,210,1,failure,yes
5042,48,technician,married,secondary,no,4265,yes,no,cellular,1,192,2,failure,yes
5043,25,services,single,secondary,no,-121,yes,no,cellular,2,999,0,unknown,yes
5044,59,management,married,tertiary,no,4606,no,no,telephone,2,189,2,failure,yes
5045,21,student,single,secondary,no,546,no,no,unknown,1,999,0,unknown,yes
5046,46,entrepreneur,single,tertiary,no,1410,yes,no,telephone,5,175,9,failure,yes
5047,56,technician,married,secondary,no,0,yes,yes,cellular,1,223,3,nonexistent,yes
5048,37,blue-collar,married,secondary,no,342,yes,no,cellular,2,175,1,failure,yes
5049,26,management,single,tertiary,no,4683,yes,no,cellular,2,180,1,failure,yes
5050,23,blue-collar,single,primary,no,2594,yes,no,unknown,1,999,0,unknown,yes
5051,27,blue-collar,single,primary,no,-79,yes,no,unknown,5,999,0,unknown,yes
5052,28,admin.,married,tertiary,no,153,yes,no,cellular,1,999,0,unknown,yes
5053,32,management,single,tertiary,no,4262,yes,no,cellular,1,152,1,failure,yes
5054,26,student,single,secondary,no,5296,no,no,telephone,1,999,0,unknown,yes
5055,37,unemployed,single,tertiary,no,1316,yes,no,cellular,1,172,2,failure,yes
5056,18,student,single,primary,no,1944,no,no,telephone,3,999,0,unknown,yes
5057,38,technician,single,secondary,no,325,no,no,cellular,6,196,2,nonexistent,yes
5058,35,services,divorced,secondary,no,204,yes,no,cellular,1,186,9,nonexistent,yes
5059,49,management,married,tertiary,no,17432,no,no,cellular,1,999,0,unknown,yes
5060,26,blue-collar,married,primary,no,755,yes,no,unknown,1,999,0,unknown,yes
5061,27,technician,single,secondary,no,1996,yes,no,cellular,1,999,0,unknown,yes
5062,26,services,single,secondary,no,3,no,yes,cellular,4,999,0,unknown,yes
5063,26,blue-collar,married,secondary,no,622,yes,no,cellular,2,999,0,unknown,yes
5064,49,management,divorced,tertiary,no,20727,no,no,cellular,2,999,0,unknown,yes
5065,59,management,married,tertiary,no,2365,no,yes,cellular,1,188,4,failure,yes
5066,28,blue-collar,married,secondary,no,368,yes,no,cellular,7,999,0,unknown,yes
5067,36,self-employed,married,tertiary,no,16430,yes,no,cellular,1,166,3,failure,yes
5068,38,management,married,tertiary,no,0,no,no,cellular,12,197,6,failure,yes
5069,33,admin.,married,tertiary,no,0,yes,yes,cellular,5,98,2,nonexistent,yes
5070,34,admin.,single,secondary,no,10,no,yes,cellular,1,173,3,failure,yes
5071,27,blue-collar,single,secondary,no,28,no,no,telephone,3,999,0,unknown,yes
5072,27,admin.,married,secondary,no,-401,yes,yes,cellular,3,214,1,failure,yes
5073,57,management,divorced,unknown,no,2986,no,no,unknown,1,166,3,success,yes
5074,27,services,married,primary,no,921,no,no,cellular,1,999,0,unknown,yes
5075,43,services,divorced,secondary,no,1043,yes,no,cellular,4,119,3,failure,yes
5076,87,retired,married,secondary,no,433,no,no,telephone,1,999,0,unknown,yes
5077,32,technician,single,tertiary,no,1527,yes,no,cellular,1,92,3,failure,yes
5078,22,technician,single,secondary,no,28,yes,no,unknown,2,999,0,unknown,yes
5079,67,admin.,married,primary,no,1093,no,no,telephone,3,999,0,unknown,yes
5080,81,retired,divorced,primary,no,4321,no,no,cellular,3,999,0,unknown,yes
5081,60,management,married,secondary,no,0,no,no,telephone,2,126,6,failure,yes
5082,26,blue-collar,single,secondary,no,7475,yes,no,cellular,1,999,0,unknown,yes
5083,42,self-employed,married,secondary,no,3211,no,no,cellular,2,111,1,failure,yes
5084,40,admin.,single,secondary,no,664,no,no,cellular,2,121,2,success,yes
5085,36,management,married,tertiary,no,396,no,no,cellular,2,100,5,failure,yes
5086,43,management,married,tertiary,no,15423,yes,yes,cellular,2,999,0,unknown,yes
5087,26,technician,single,tertiary,no,1996,no,no,cellular,2,999,0,unknown,yes
5088,28,management,single,tertiary,no,3053,no,no,telephone,4,999,0,unknown,yes
5089,28,unemployed,single,secondary,no,23,no,no,cellular,1,999,0,unknown,yes
5090,26,student,single,secondary,no,480,no,no,cellular,1,999,0,unknown,yes
5091,22,student,single,secondary,no,249,no,no,unknown,1,999,0,unknown,yes
5092,38,blue-collar,married,secondary,no,1205,yes,no,cellular,4,153,1,failure,yes
5093,32,blue-collar,single,secondary,no,53,yes,no,cellular,1,195,1,failure,yes
5094,19,student,single,secondary,no,626,no,no,telephone,1,999,0,unknown,yes
5095,26,self-employed,single,tertiary,no,25,no,no,cellular,1,999,0,unknown,yes
5096,32,admin.,married,tertiary,no,233,yes,no,cellular,2,133,4,failure,yes
5097,79,retired,married,secondary,no,723,no,no,telephone,3,999,0,unknown,yes
5098,46,blue-collar,single,primary,no,3046,yes,yes,cellular,1,183,1,nonexistent,yes
5099,28,self-employed,married,tertiary,no,0,yes,no,unknown,1,999,0,unknown,yes
5100,29,services,single,secondary,no,0,no,no,unknown,1,514,3,failure,yes
5101,26,admin.,single,secondary,no,125,no,no,cellular,1,63,7,failure,yes
5102,38,admin.,married,secondary,no,47,yes,no,cellular,1,98,5,success,yes
5103,34,blue-collar,single,secondary,no,215,no,no,cellular,1,94,3,success,yes
5104,26,unemployed,single,tertiary,no,23494,no,no,cellular,1,999,0,unknown,yes
5105,35,technician,single,secondary,no,5731,yes,no,cellular,2,167,4,nonexistent,yes
5106,34,admin.,single,tertiary,no,18,yes,yes,cellular,1,180,1,success,yes
5107,52,self-employed,divorced,secondary,no,1291,yes,no,cellular,1,169,2,failure,yes
5108,75,retired,married,tertiary,no,4912,no,no,telephone,2,183,5,failure,yes
5109,53,management,married,tertiary,no,18931,no,no,cellular,1,86,23,nonexistent,yes
5110,80,retired,married,unknown,no,355,no,no,telephone,1,999,0,unknown,yes
5111,66,retired,married,secondary,no,3409,no,no,cellular,2,27,6,failure,yes
5112,51,blue-collar,married,primary,no,3185,yes,no,cellular,1,174,2,failure,yes
