年齢,職業,婚姻,学歴,平均残高,住宅ローン,個人ローン
46,blue-collar,married,primary,1227,False,False
51,unemployed,divorced,primary,2244,False,False
59,retired,divorced,secondary,208,False,True
35,technician,single,,0,False,False
33,admin.,married,,664,False,False
39,management,married,secondary,0,False,False
30,admin.,married,secondary,358,False,False
53,management,married,tertiary,811,False,False
34,services,single,tertiary,239,False,False
42,blue-collar,single,secondary,583,False,False
40,blue-collar,single,primary,366,True,True
47,technician,married,secondary,644,False,False
37,technician,divorced,secondary,51,False,True
55,blue-collar,married,primary,1470,False,False
26,unemployed,single,secondary,622,False,False
27,student,single,secondary,585,False,False
54,housemaid,married,secondary,922,False,False
59,retired,married,secondary,4457,False,False
37,management,single,tertiary,37,False,False
47,management,married,,1128,False,False
31,management,single,tertiary,308,True,True
44,management,married,tertiary,0,False,False
32,management,single,tertiary,1218,True,False
53,,married,,549,False,False
39,technician,married,secondary,24,True,False
53,housemaid,married,secondary,637,False,False
39,technician,married,tertiary,14,False,False
33,admin.,divorced,secondary,1,False,False
49,technician,single,,350,False,False
28,management,single,tertiary,95,False,False
53,technician,married,primary,311,False,False
35,admin.,divorced,secondary,1803,False,False
30,management,married,tertiary,1235,False,False
46,admin.,married,secondary,1264,False,False
54,admin.,married,,-24,False,False
54,blue-collar,married,,310,True,False
29,services,married,secondary,317,False,False
51,admin.,married,secondary,2662,False,False
28,management,single,tertiary,20,False,False
28,management,single,tertiary,78,False,False
48,management,married,,375,False,False
26,technician,single,tertiary,4130,False,False
35,technician,married,secondary,2,False,False
31,services,single,secondary,1709,False,True
32,admin.,single,secondary,197,False,False
31,services,single,,-10,False,False
51,admin.,single,tertiary,394,False,False
29,services,married,secondary,376,False,True
53,self-employed,divorced,tertiary,8,False,False
35,admin.,married,secondary,-257,False,False
46,technician,single,,578,False,False
30,technician,single,secondary,800,False,False
40,admin.,divorced,secondary,399,False,False
45,blue-collar,married,secondary,-96,False,False
51,technician,married,,413,True,False
55,unemployed,married,secondary,1161,True,False
33,management,single,tertiary,3770,False,False
47,admin.,divorced,secondary,95,True,True
29,unemployed,single,,67,False,False
37,management,married,primary,4721,False,False
48,technician,married,secondary,0,False,False
29,unemployed,single,primary,1027,False,False
42,services,married,,177,False,False
31,services,single,secondary,374,False,False
37,management,single,tertiary,695,False,False
48,,married,secondary,438,False,False
35,student,single,,0,False,False
43,management,married,tertiary,182,False,False
30,technician,single,secondary,486,False,False
38,management,single,tertiary,2346,True,False
43,management,married,,595,False,False
27,student,single,secondary,0,False,True
49,management,divorced,tertiary,557,True,False
31,management,single,tertiary,86,False,False
32,management,single,tertiary,4638,False,False
30,management,married,tertiary,370,False,False
26,student,married,secondary,289,False,False
26,student,single,secondary,782,False,False
34,blue-collar,married,secondary,1988,True,False
26,technician,single,secondary,206,False,False
57,admin.,married,secondary,1504,True,False
40,technician,married,secondary,232,False,False
33,housemaid,single,secondary,118,False,False
30,services,divorced,secondary,0,False,False
33,services,married,secondary,360,True,False
33,services,single,secondary,459,True,False
34,admin.,single,secondary,407,False,False
35,technician,married,secondary,-259,True,False
60,technician,married,secondary,2041,False,False
29,blue-collar,single,secondary,1296,True,True
32,blue-collar,married,secondary,257,True,True
43,technician,married,secondary,373,False,False
55,technician,married,secondary,955,True,False
33,admin.,single,secondary,13,True,False
59,retired,married,primary,-411,False,False
31,blue-collar,married,secondary,92,True,False
53,services,married,,164,False,False
32,technician,married,tertiary,0,True,True
46,blue-collar,married,secondary,120,True,True
29,admin.,divorced,secondary,2,False,True
36,services,divorced,secondary,532,True,False
36,technician,married,tertiary,-290,True,True
26,technician,single,secondary,152,False,True
28,unemployed,single,tertiary,1638,False,False
35,housemaid,married,tertiary,2880,False,False
37,unemployed,married,secondary,4769,False,False
34,admin.,single,secondary,673,True,False
37,unemployed,married,secondary,86,False,False
39,admin.,married,secondary,272,True,True
35,unemployed,single,secondary,221,False,False
48,services,single,secondary,133,True,True
31,admin.,single,secondary,50,False,False
30,student,single,secondary,336,False,False
34,management,married,tertiary,557,True,False
36,management,divorced,tertiary,36,True,False
36,entrepreneur,married,secondary,313,True,False
47,management,married,tertiary,1425,False,False
60,retired,divorced,primary,-79,True,True
36,admin.,married,secondary,498,True,False
27,self-employed,single,secondary,50,False,False
36,technician,married,secondary,319,True,False
46,blue-collar,married,secondary,521,True,False
57,retired,married,secondary,427,False,False
32,management,single,tertiary,223,False,False
42,management,divorced,tertiary,-259,False,True
45,management,divorced,tertiary,-90,True,False
47,blue-collar,married,secondary,676,True,False
35,technician,married,secondary,149,True,False
49,self-employed,married,secondary,-199,True,True
32,services,married,secondary,268,False,False
60,technician,married,secondary,478,False,False
37,blue-collar,married,primary,345,True,False
26,technician,single,secondary,455,False,False
33,management,divorced,tertiary,893,True,False
50,management,single,tertiary,567,True,False
46,entrepreneur,married,secondary,294,True,False
59,management,married,tertiary,1857,False,False
27,student,single,secondary,980,False,False
32,services,single,secondary,486,False,False
30,management,single,tertiary,1422,True,True
35,management,single,,343,False,False
27,self-employed,married,secondary,254,True,True
47,retired,divorced,secondary,47,False,False
39,management,divorced,tertiary,547,True,False
41,management,married,tertiary,-412,True,False
47,blue-collar,married,secondary,1125,True,False
53,blue-collar,married,secondary,-76,False,False
29,unemployed,single,secondary,323,False,False
59,technician,divorced,secondary,-296,False,True
26,technician,single,tertiary,252,True,False
37,services,single,secondary,594,True,False
32,unemployed,married,secondary,262,False,False
54,admin.,married,secondary,0,True,False
51,management,single,tertiary,0,True,False
29,self-employed,single,tertiary,415,False,False
28,admin.,married,secondary,629,True,False
59,blue-collar,married,secondary,176,False,False
29,entrepreneur,single,primary,97,True,False
41,admin.,single,,350,True,False
53,retired,married,tertiary,1770,False,False
49,blue-collar,married,primary,399,False,False
59,management,married,secondary,1245,False,False
31,management,single,tertiary,1120,True,False
33,technician,married,secondary,22,False,False
48,services,married,primary,717,False,False
41,admin.,single,secondary,1322,True,False
27,admin.,single,tertiary,73,False,False
35,admin.,single,secondary,111,True,False
53,blue-collar,married,primary,-462,False,False
53,technician,divorced,secondary,388,True,True
34,management,married,tertiary,498,True,False
55,technician,married,secondary,273,True,False
37,management,married,tertiary,1330,True,False
40,admin.,single,secondary,956,True,False
28,admin.,married,secondary,-97,True,False
31,admin.,single,secondary,547,True,False
42,blue-collar,divorced,primary,299,True,False
31,management,single,tertiary,1073,True,False
32,technician,single,secondary,283,True,False
41,management,married,tertiary,2665,True,False
31,technician,single,tertiary,424,False,False
54,retired,divorced,tertiary,294,True,False
45,management,single,primary,707,True,False
27,management,single,tertiary,791,False,False
31,management,married,tertiary,732,True,False
29,unemployed,single,primary,550,False,False
38,entrepreneur,single,tertiary,-274,True,True
32,technician,single,secondary,540,False,True
48,services,married,primary,1496,True,False
55,retired,married,secondary,0,False,False
29,blue-collar,single,tertiary,251,False,False
26,blue-collar,single,primary,941,False,False
37,unemployed,single,secondary,443,False,False
52,unemployed,married,primary,1724,False,False
58,management,divorced,secondary,44,True,False
26,unemployed,married,primary,205,False,False
57,unemployed,married,primary,2743,False,False
39,blue-collar,single,tertiary,263,True,False
34,management,married,tertiary,303,True,False
32,management,single,tertiary,4,False,False
35,management,single,tertiary,474,True,True
36,management,single,tertiary,-155,True,False
35,management,single,secondary,81,True,False
30,services,single,secondary,-386,True,False
30,admin.,single,secondary,19,False,False
30,blue-collar,single,secondary,783,False,True
53,management,married,tertiary,232,True,False
35,services,married,secondary,1385,True,False
36,management,married,tertiary,0,True,False
53,technician,married,tertiary,1405,True,True
34,technician,married,tertiary,16992,True,False
36,blue-collar,married,secondary,-557,True,True
40,unemployed,divorced,secondary,388,False,False
33,management,single,tertiary,1345,True,False
35,unemployed,single,tertiary,4959,False,False
35,blue-collar,single,secondary,1239,True,False
33,blue-collar,married,secondary,-81,True,False
42,technician,single,secondary,-1,False,False
48,management,married,primary,1513,False,False
29,management,married,tertiary,246,True,False
27,management,married,tertiary,145,False,False
45,blue-collar,married,secondary,4022,True,False
40,management,single,tertiary,1361,False,False
52,unemployed,married,primary,-110,False,True
32,admin.,single,secondary,566,True,False
53,admin.,divorced,secondary,2687,True,False
33,management,married,tertiary,603,True,False
36,admin.,single,secondary,135,True,False
60,retired,married,,3875,True,False
37,services,married,secondary,1694,True,True
44,management,married,primary,5418,True,True
47,technician,divorced,secondary,440,False,False
32,blue-collar,married,primary,634,False,False
34,management,married,tertiary,276,False,False
28,admin.,married,secondary,172,True,False
44,self-employed,married,secondary,-264,True,False
46,admin.,divorced,secondary,660,True,False
40,blue-collar,divorced,secondary,94,True,False
38,admin.,married,secondary,-241,False,False
35,retired,married,primary,285,True,False
58,retired,divorced,tertiary,499,True,True
38,admin.,married,secondary,-33,False,False
30,services,single,secondary,193,True,False
26,management,married,tertiary,3360,True,False
44,blue-collar,single,primary,287,False,False
53,entrepreneur,married,tertiary,71,False,True
34,management,single,tertiary,647,True,False
28,services,single,secondary,60,False,True
34,admin.,single,secondary,718,True,False
29,blue-collar,married,primary,163,True,True
38,admin.,divorced,secondary,478,False,False
28,student,single,secondary,28,False,False
46,admin.,married,secondary,466,True,False
45,blue-collar,married,primary,487,True,False
29,admin.,single,secondary,2768,True,False
49,housemaid,married,tertiary,50,True,True
41,services,married,secondary,1141,True,False
48,self-employed,married,tertiary,0,False,False
35,technician,married,secondary,128,False,True
34,entrepreneur,single,tertiary,-185,False,False
32,blue-collar,single,secondary,160,True,False
35,self-employed,married,tertiary,1820,True,True
30,technician,single,secondary,146,True,False
31,services,single,tertiary,1025,False,False
45,blue-collar,married,primary,789,False,True
31,blue-collar,married,secondary,360,True,True
42,services,married,secondary,1152,True,False
38,management,divorced,tertiary,1927,True,True
31,management,married,tertiary,83,False,False
40,management,married,tertiary,351,True,False
32,admin.,single,secondary,-32,False,False
35,blue-collar,married,secondary,645,True,False
34,admin.,single,secondary,391,True,False
37,technician,married,tertiary,183,True,False
56,management,single,tertiary,545,True,False
47,management,married,secondary,1144,False,True
38,services,single,tertiary,1418,False,False
50,technician,divorced,secondary,380,True,False
43,self-employed,married,secondary,2940,False,False
38,technician,single,tertiary,1077,True,True
48,self-employed,married,tertiary,929,False,False
31,blue-collar,married,primary,242,False,False
35,technician,single,secondary,175,True,False
28,self-employed,single,tertiary,0,True,False
49,blue-collar,divorced,primary,235,False,False
33,blue-collar,married,secondary,854,True,True
36,admin.,single,secondary,268,False,True
26,technician,married,secondary,523,False,False
27,blue-collar,single,primary,1209,False,False
53,technician,married,secondary,-46,False,False
39,blue-collar,married,secondary,648,True,False
33,services,married,secondary,108,True,False
28,student,single,tertiary,682,True,False
28,admin.,single,secondary,1391,True,False
27,unemployed,married,secondary,1167,False,False
59,management,married,tertiary,2365,False,True
44,management,married,tertiary,149,True,False
56,blue-collar,married,primary,420,True,False
32,services,single,secondary,0,False,False
35,admin.,married,tertiary,-272,False,True
56,entrepreneur,married,primary,84,False,False
33,management,single,tertiary,973,False,False
30,blue-collar,married,secondary,554,True,False
49,services,single,secondary,178,True,True
36,management,single,tertiary,188,False,False
39,services,single,secondary,1281,True,True
59,,married,tertiary,499,False,False
50,self-employed,married,secondary,2061,True,True
28,blue-collar,married,secondary,255,True,False
55,blue-collar,married,primary,119,False,False
30,admin.,single,tertiary,726,False,False
34,technician,single,secondary,341,False,True
41,admin.,single,secondary,386,False,False
41,blue-collar,married,secondary,16,False,False
34,blue-collar,single,secondary,381,True,False
33,services,married,secondary,0,True,False
34,unemployed,single,primary,451,False,False
31,management,married,secondary,678,True,False
26,unemployed,single,primary,1213,False,False
36,entrepreneur,single,tertiary,658,True,False
37,admin.,divorced,tertiary,195,True,False
35,technician,divorced,tertiary,1242,True,False
28,entrepreneur,married,,1034,False,False
37,management,married,tertiary,-22,False,False
26,management,divorced,tertiary,-402,False,True
31,management,married,tertiary,3914,False,True
37,admin.,single,secondary,328,False,False
52,management,married,secondary,596,True,False
41,management,single,tertiary,537,True,False
50,retired,married,secondary,1227,False,False
32,unemployed,married,secondary,869,True,False
30,admin.,single,secondary,60,False,False
32,management,single,secondary,138,True,False
39,services,married,secondary,1099,False,False
40,technician,single,secondary,45,False,True
27,student,single,secondary,10536,False,False
46,management,married,primary,589,False,False
27,services,married,,-209,True,True
54,technician,married,secondary,433,False,False
35,admin.,married,secondary,147,True,True
29,management,married,tertiary,1258,True,False
32,blue-collar,single,secondary,1139,True,False
43,services,single,secondary,620,False,True
53,blue-collar,single,primary,354,True,False
33,management,single,tertiary,1590,False,False
38,admin.,single,secondary,2329,True,False
37,unemployed,married,secondary,1152,False,False
46,retired,married,primary,270,True,True
40,self-employed,divorced,secondary,172,False,False
51,management,married,secondary,873,False,False
47,blue-collar,married,primary,475,True,True
30,admin.,single,secondary,1018,True,False
33,management,single,tertiary,-144,False,False
57,admin.,married,,596,False,False
28,technician,single,tertiary,959,True,False
38,blue-collar,married,primary,406,True,False
45,blue-collar,married,primary,300,True,False
30,blue-collar,single,secondary,229,False,False
28,management,single,tertiary,278,False,True
34,management,married,tertiary,349,True,True
55,services,divorced,primary,2923,True,False
59,management,single,secondary,671,True,True
53,services,married,secondary,367,True,True
52,technician,married,secondary,1,False,False
39,technician,married,tertiary,1889,False,False
35,management,married,tertiary,1100,False,True
39,entrepreneur,divorced,tertiary,208,True,False
52,,married,tertiary,1618,False,False
33,technician,divorced,,1279,True,False
60,retired,divorced,,-49,True,False
27,admin.,single,tertiary,954,False,False
29,admin.,single,secondary,914,True,False
45,blue-collar,divorced,secondary,1269,True,False
32,technician,single,tertiary,569,False,True
38,blue-collar,married,secondary,2978,True,False
32,entrepreneur,married,secondary,604,False,False
53,retired,divorced,secondary,246,True,False
58,unemployed,divorced,primary,414,False,False
38,management,single,tertiary,16957,True,False
28,technician,married,secondary,232,True,True
39,entrepreneur,single,tertiary,1837,False,False
34,services,single,secondary,3080,False,False
40,blue-collar,divorced,primary,4168,True,False
26,blue-collar,single,primary,155,True,False
53,admin.,single,secondary,393,False,False
43,admin.,single,,474,False,False
53,housemaid,married,primary,945,False,False
38,management,married,tertiary,1354,True,False
26,admin.,single,secondary,94,False,False
32,admin.,married,secondary,342,False,False
55,blue-collar,divorced,secondary,-284,False,True
59,unemployed,single,,541,False,False
44,unemployed,married,primary,1,False,False
49,management,married,tertiary,87,False,False
47,admin.,single,tertiary,0,False,False
27,admin.,single,secondary,671,True,False
27,technician,married,secondary,2735,True,False
33,entrepreneur,single,tertiary,484,True,False
34,self-employed,single,tertiary,892,True,False
31,services,single,secondary,211,False,False
31,blue-collar,married,secondary,326,False,True
27,technician,single,tertiary,667,False,False
27,self-employed,single,tertiary,1000,False,False
46,blue-collar,married,secondary,-3,True,False
31,technician,married,tertiary,81,True,False
36,self-employed,single,tertiary,4634,False,False
31,blue-collar,divorced,secondary,6,True,False
30,admin.,single,secondary,1009,True,False
28,admin.,single,secondary,1823,False,False
31,services,single,secondary,1015,False,False
38,unemployed,single,tertiary,560,False,False
57,unemployed,married,,381,False,False
29,management,married,tertiary,314,True,False
26,self-employed,single,tertiary,-101,False,True
26,services,single,secondary,397,False,False
28,technician,single,secondary,250,False,True
51,housemaid,single,primary,723,False,False
28,blue-collar,single,secondary,1955,False,False
36,technician,married,secondary,659,True,False
26,student,single,,826,False,False
60,technician,divorced,secondary,615,True,False
33,technician,single,secondary,145,True,False
31,self-employed,married,tertiary,229,False,False
45,technician,married,secondary,398,True,False
27,unemployed,single,primary,1459,True,False
56,management,single,tertiary,6507,True,True
32,blue-collar,divorced,secondary,98,True,False
28,management,single,tertiary,882,False,True
40,technician,married,secondary,56,True,True
26,student,single,secondary,1346,False,False
29,entrepreneur,single,tertiary,430,False,True
30,entrepreneur,divorced,tertiary,1192,False,False
26,blue-collar,single,secondary,2613,False,False
33,services,single,tertiary,-452,False,False
42,blue-collar,married,secondary,227,True,True
27,services,married,secondary,834,False,False
58,blue-collar,married,secondary,1298,True,False
28,technician,single,secondary,527,True,False
30,blue-collar,single,secondary,-61,False,False
51,housemaid,married,secondary,1270,False,False
31,entrepreneur,single,tertiary,137,False,False
26,technician,single,secondary,252,False,False
41,management,married,tertiary,-29,False,False
52,blue-collar,married,secondary,408,False,False
30,services,single,secondary,1923,False,True
32,management,married,tertiary,2213,False,False
49,management,single,tertiary,145,True,False
47,management,married,tertiary,-337,False,True
27,technician,single,secondary,261,True,False
46,services,married,secondary,2202,True,False
28,technician,single,tertiary,-214,True,False
26,technician,single,tertiary,1274,False,False
57,management,divorced,tertiary,-676,True,True
43,management,divorced,tertiary,3578,False,False
40,management,single,tertiary,732,False,False
32,technician,single,,317,True,False
38,technician,divorced,secondary,531,False,False
30,services,single,secondary,9,False,True
45,self-employed,married,tertiary,125,False,False
27,technician,single,tertiary,-152,True,True
44,entrepreneur,divorced,secondary,-600,True,True
27,technician,single,secondary,18,False,False
42,unemployed,single,primary,5717,False,False
26,technician,single,tertiary,1996,False,False
27,management,single,tertiary,170,False,False
29,technician,single,tertiary,370,True,False
31,blue-collar,single,tertiary,403,False,False
31,management,married,secondary,0,False,False
29,management,married,tertiary,266,True,False
55,technician,married,,574,True,False
56,entrepreneur,divorced,primary,29,False,False
30,services,single,secondary,334,False,False
43,management,divorced,tertiary,99,False,False
27,student,single,,6424,False,False
28,management,single,tertiary,203,False,False
44,management,married,secondary,488,False,True
30,management,married,tertiary,24,True,False
34,blue-collar,married,secondary,-211,True,False
33,blue-collar,married,primary,902,True,False
30,technician,married,tertiary,141,False,False
28,management,single,secondary,1861,False,False
36,technician,married,secondary,1508,False,False
30,technician,married,secondary,743,False,False
26,technician,single,tertiary,43,True,True
28,student,single,secondary,24,True,False
30,management,married,tertiary,350,False,False
30,services,married,,840,False,False
27,services,married,secondary,1,False,False
35,admin.,single,secondary,1836,False,False
30,technician,single,secondary,0,False,False
48,management,divorced,tertiary,657,False,True
34,technician,married,tertiary,297,True,False
35,technician,divorced,secondary,362,False,False
33,services,single,secondary,772,True,False
26,blue-collar,married,secondary,145,False,False
30,management,married,tertiary,112,True,False
44,technician,single,tertiary,900,True,False
36,management,divorced,tertiary,425,True,True
57,management,divorced,tertiary,1016,True,False
49,unemployed,married,primary,518,False,False
38,blue-collar,married,secondary,220,True,False
26,student,single,secondary,352,False,False
29,management,married,tertiary,1366,True,False
32,services,married,secondary,356,True,False
54,self-employed,divorced,tertiary,0,True,True
26,services,single,secondary,335,False,False
37,management,divorced,secondary,414,False,False
37,blue-collar,single,secondary,6,False,False
29,management,single,tertiary,536,False,False
50,blue-collar,married,primary,2142,True,False
34,admin.,single,tertiary,2045,False,False
40,technician,single,secondary,822,True,True
36,services,single,secondary,948,False,True
32,technician,single,secondary,337,True,False
48,technician,married,secondary,101,True,False
36,entrepreneur,married,secondary,0,True,False
31,entrepreneur,married,secondary,15,False,True
53,self-employed,married,primary,127,False,False
30,technician,single,secondary,133,True,False
41,blue-collar,married,secondary,140,True,False
31,services,single,secondary,-250,False,True
33,admin.,single,tertiary,2,False,False
45,technician,single,secondary,-55,False,False
52,blue-collar,married,primary,967,False,False
31,technician,single,secondary,304,False,False
27,blue-collar,single,secondary,81,False,True
47,blue-collar,married,primary,613,True,False
37,entrepreneur,married,tertiary,1284,True,False
48,unemployed,married,primary,-6,False,False
33,blue-collar,single,secondary,56,True,False
51,management,married,tertiary,-898,False,False
27,admin.,married,secondary,102,True,False
31,technician,married,tertiary,702,False,True
30,services,single,secondary,3405,False,False
38,blue-collar,married,secondary,99,False,False
45,blue-collar,single,primary,999,False,False
37,management,married,tertiary,410,False,False
45,admin.,married,primary,-407,True,True
28,technician,married,tertiary,203,False,True
32,blue-collar,married,primary,2291,True,True
37,technician,married,secondary,1120,True,False
31,entrepreneur,married,tertiary,312,False,False
45,blue-collar,married,primary,185,True,False
48,management,married,tertiary,998,True,False
47,blue-collar,single,secondary,263,True,True
29,unemployed,single,secondary,12,True,False
46,services,divorced,secondary,5,True,True
31,services,married,secondary,0,True,False
30,services,single,secondary,-261,True,False
57,retired,married,secondary,939,False,True
33,services,married,secondary,554,True,False
33,admin.,single,secondary,303,False,False
31,blue-collar,married,secondary,519,True,False
45,management,married,secondary,25,False,False
32,blue-collar,married,secondary,-460,True,True
46,management,single,tertiary,593,True,False
37,admin.,single,secondary,796,True,False
27,blue-collar,single,secondary,1049,False,False
38,management,married,tertiary,358,False,False
57,technician,divorced,secondary,77,True,True
33,management,single,tertiary,-53,False,False
57,technician,married,secondary,2550,False,False
47,retired,married,tertiary,1225,True,True
44,services,married,secondary,133,False,False
41,management,single,tertiary,869,False,False
39,management,single,tertiary,4023,True,False
38,technician,single,secondary,211,True,False
28,technician,single,secondary,8,True,False
31,technician,divorced,secondary,0,False,False
39,technician,divorced,secondary,1333,True,True
31,entrepreneur,married,secondary,10,True,True
49,management,single,secondary,61,True,False
33,blue-collar,divorced,secondary,880,True,True
28,services,single,secondary,298,False,False
32,management,single,tertiary,316,True,False
31,admin.,single,secondary,0,False,False
39,blue-collar,married,secondary,360,True,False
28,admin.,single,secondary,775,False,False
54,admin.,married,secondary,263,False,True
26,self-employed,single,tertiary,211,False,False
39,blue-collar,married,secondary,472,True,False
33,technician,single,secondary,-96,False,False
35,blue-collar,single,secondary,297,True,False
31,blue-collar,married,secondary,99,True,False
32,technician,married,secondary,0,False,False
26,blue-collar,single,secondary,249,True,False
39,blue-collar,divorced,secondary,33,False,False
31,management,single,tertiary,1724,True,False
31,services,single,secondary,442,True,False
37,management,single,tertiary,-70,False,True
46,management,divorced,tertiary,-154,True,True
56,housemaid,married,primary,2666,True,True
26,admin.,single,secondary,1200,False,False
27,technician,single,secondary,223,False,True
39,self-employed,married,secondary,656,False,False
34,technician,married,secondary,1137,False,False
27,self-employed,single,tertiary,139,False,False
31,unemployed,single,tertiary,498,False,False
29,management,single,tertiary,475,False,False
31,blue-collar,single,primary,3466,True,False
32,admin.,divorced,secondary,678,False,False
29,unemployed,single,primary,115,False,False
39,management,single,tertiary,313,False,True
29,management,married,tertiary,-346,False,False
30,self-employed,married,,1712,False,False
29,management,single,tertiary,1218,False,False
39,admin.,single,secondary,163,True,False
28,self-employed,single,secondary,1166,False,True
28,management,single,tertiary,185,False,False
27,management,single,primary,13,False,False
32,services,married,secondary,-509,True,False
34,management,married,tertiary,1310,False,False
34,management,married,tertiary,-422,True,False
30,technician,single,tertiary,6683,False,False
36,services,married,secondary,1053,True,False
31,services,single,secondary,297,False,False
44,blue-collar,married,secondary,1308,False,False
28,blue-collar,married,secondary,-26,False,True
35,blue-collar,married,secondary,6411,True,True
32,services,married,secondary,605,True,False
44,technician,married,secondary,1139,True,False
27,services,married,secondary,1304,False,False
35,technician,single,secondary,951,True,False
30,services,married,secondary,2212,True,False
26,admin.,single,secondary,1348,False,False
47,management,divorced,tertiary,697,True,False
36,self-employed,single,tertiary,583,False,False
46,management,married,,802,True,False
57,retired,married,primary,641,False,True
34,blue-collar,married,secondary,34,False,False
47,unemployed,married,primary,168,True,False
41,blue-collar,married,primary,2007,True,False
36,unemployed,married,secondary,-35,False,False
34,technician,married,secondary,508,False,False
29,services,single,secondary,-205,False,False
28,admin.,married,secondary,-247,True,True
29,admin.,single,secondary,1751,False,False
60,technician,married,tertiary,-71,True,True
51,admin.,single,tertiary,16,True,False
46,unemployed,single,secondary,2052,False,False
26,services,single,secondary,49,False,False
26,housemaid,married,tertiary,543,False,False
35,services,single,secondary,49,False,False
28,self-employed,single,secondary,242,True,False
41,management,single,secondary,3234,True,False
38,management,single,tertiary,1495,True,False
42,services,married,secondary,199,False,False
49,management,married,tertiary,342,False,False
27,technician,single,tertiary,261,True,True
59,admin.,married,primary,879,True,False
27,management,single,tertiary,625,False,False
29,services,single,tertiary,737,True,True
29,services,single,secondary,192,False,False
29,entrepreneur,single,secondary,404,False,False
35,technician,single,tertiary,364,False,True
35,technician,single,secondary,2144,True,False
34,technician,divorced,secondary,1301,True,False
47,technician,divorced,tertiary,405,True,False
36,technician,single,secondary,98,False,False
33,unemployed,single,secondary,1173,False,False
26,technician,divorced,tertiary,3154,True,True
34,technician,divorced,,975,True,False
35,blue-collar,single,secondary,505,False,True
26,management,single,tertiary,157,True,False
27,admin.,single,secondary,116,False,False
32,admin.,married,secondary,0,False,False
31,technician,single,tertiary,236,True,False
32,admin.,single,secondary,1630,True,False
29,blue-collar,single,secondary,202,False,False
33,technician,married,tertiary,525,True,True
28,student,single,secondary,69,False,False
32,blue-collar,married,secondary,578,True,False
40,management,single,tertiary,80,True,False
42,technician,single,secondary,60,True,True
27,unemployed,single,secondary,92,True,False
60,admin.,divorced,secondary,663,False,True
29,services,single,,196,False,False
29,admin.,married,secondary,957,True,True
34,services,single,secondary,2257,False,True
27,student,single,secondary,1566,False,False
42,retired,single,tertiary,308,False,False
56,entrepreneur,single,tertiary,1745,True,False
32,services,single,secondary,717,False,False
43,admin.,divorced,secondary,540,True,False
54,blue-collar,single,,1555,True,False
27,unemployed,single,tertiary,3060,False,False
58,entrepreneur,married,tertiary,0,False,True
36,unemployed,divorced,secondary,5,True,False
38,management,divorced,tertiary,76,False,False
36,unemployed,single,primary,4148,False,False
38,admin.,divorced,secondary,-51,False,True
38,management,divorced,tertiary,441,True,False
45,admin.,divorced,secondary,440,False,False
50,management,married,tertiary,0,False,False
56,management,married,tertiary,4,True,True
39,blue-collar,married,primary,976,True,False
31,services,married,secondary,288,False,False
42,services,married,primary,473,True,False
26,management,single,tertiary,828,True,False
42,admin.,divorced,secondary,936,False,False
47,unemployed,single,tertiary,2500,False,False
31,services,single,secondary,887,False,False
51,entrepreneur,divorced,tertiary,58,True,False
55,blue-collar,married,,23,False,False
42,management,divorced,secondary,640,False,False
49,admin.,single,secondary,827,True,False
55,technician,married,,851,True,False
39,self-employed,married,tertiary,1492,True,False
46,services,married,secondary,417,True,False
45,management,married,tertiary,2363,False,False
54,blue-collar,married,secondary,285,True,True
58,entrepreneur,married,tertiary,364,True,False
55,unemployed,married,secondary,3982,False,False
55,retired,married,secondary,905,False,False
56,unemployed,married,secondary,670,False,False
51,services,married,secondary,5699,True,False
27,management,single,tertiary,1081,False,True
57,retired,married,primary,4908,False,False
32,blue-collar,single,secondary,604,False,False
31,management,married,tertiary,1384,True,False
60,admin.,married,secondary,2552,False,True
46,technician,married,secondary,198,True,False
34,management,married,tertiary,351,False,False
39,housemaid,married,secondary,953,False,False
26,admin.,single,secondary,187,False,False
27,management,single,tertiary,1277,False,False
46,blue-collar,single,secondary,332,False,False
51,technician,single,secondary,527,True,False
52,blue-collar,married,primary,109,True,False
31,unemployed,single,secondary,315,False,False
26,management,married,tertiary,265,False,False
33,blue-collar,single,tertiary,457,True,False
53,unemployed,married,secondary,7,False,False
33,admin.,single,secondary,572,True,False
34,housemaid,single,primary,443,False,False
45,services,divorced,secondary,-28,False,True
40,self-employed,single,tertiary,628,False,False
34,technician,single,secondary,102,False,False
51,entrepreneur,single,tertiary,0,False,False
56,services,married,secondary,642,True,False
33,services,divorced,secondary,1194,True,False
58,management,married,tertiary,911,True,False
37,blue-collar,single,secondary,5742,True,True
36,blue-collar,married,secondary,160,True,False
47,housemaid,married,tertiary,1692,True,False
27,technician,single,tertiary,149,False,True
38,unemployed,married,secondary,0,True,True
27,self-employed,single,secondary,49,True,False
40,technician,married,tertiary,1554,False,False
36,services,single,secondary,511,True,True
30,management,single,tertiary,167,False,False
50,unemployed,divorced,secondary,717,True,False
41,unemployed,married,tertiary,0,False,False
53,retired,married,primary,3,False,False
28,entrepreneur,single,tertiary,341,False,False
29,technician,married,tertiary,197,True,False
31,technician,single,secondary,198,False,False
41,admin.,married,secondary,3204,False,True
53,services,divorced,tertiary,329,False,False
36,technician,single,secondary,317,True,False
52,management,married,tertiary,1355,True,False
35,unemployed,married,secondary,330,False,False
33,blue-collar,single,secondary,22,False,False
36,services,married,secondary,238,False,False
