年齢,職業,婚姻,学歴,債務不履行,残高,住宅ローン,個人ローン,連絡手段,連絡回数_販促中,連絡後日数,連絡回数_販促前,前回販促結果,今回販促結果
42,self-employed,married,tertiary,no,10072,no,no,cellular,3,208,1,failure,no
27,blue-collar,single,secondary,no,240,yes,no,cellular,4,-1,0,unknown,no
26,management,single,tertiary,no,498,yes,no,unknown,3,-1,0,unknown,no
34,technician,single,secondary,no,105,yes,no,cellular,2,171,3,failure,no
49,blue-collar,married,secondary,no,171,no,no,cellular,3,175,2,other,no
46,blue-collar,married,secondary,no,1723,no,no,cellular,3,192,4,other,no
26,blue-collar,single,secondary,no,-46,yes,no,unknown,7,-1,0,unknown,yes
27,admin.,single,secondary,no,450,yes,no,cellular,3,-1,0,unknown,no
42,management,married,primary,no,5310,yes,no,cellular,2,186,1,success,yes
42,admin.,divorced,secondary,no,936,no,no,cellular,1,-1,0,unknown,yes
28,management,single,tertiary,no,2253,yes,no,unknown,2,-1,0,unknown,no
27,admin.,single,secondary,no,-541,yes,yes,unknown,1,-1,0,unknown,no
75,retired,married,primary,no,3324,no,no,cellular,1,-1,0,unknown,no
33,management,single,tertiary,no,2667,yes,no,cellular,1,180,3,failure,no
60,retired,divorced,tertiary,no,439,no,yes,cellular,1,321,1,failure,yes
29,management,single,tertiary,no,268,no,no,cellular,1,-1,0,unknown,yes
28,services,single,secondary,no,317,yes,no,unknown,3,-1,0,unknown,no
30,entrepreneur,single,secondary,no,732,no,no,cellular,4,-1,0,unknown,yes
50,technician,married,tertiary,no,0,no,yes,cellular,1,85,7,failure,no
63,unknown,married,secondary,no,367,no,no,telephone,1,178,6,failure,no
26,admin.,single,secondary,no,483,yes,no,cellular,2,-1,0,unknown,no
28,services,single,secondary,no,2685,no,yes,unknown,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,5639,yes,no,cellular,2,-1,0,unknown,yes
23,student,single,secondary,no,157,yes,no,unknown,1,-1,0,unknown,no
57,management,married,tertiary,no,256,no,no,cellular,2,91,1,success,yes
28,management,single,tertiary,no,266,no,no,cellular,1,-1,0,unknown,no
24,student,single,secondary,no,431,no,no,cellular,11,185,5,success,yes
45,blue-collar,married,secondary,no,154,yes,no,unknown,1,-1,0,unknown,yes
29,management,single,tertiary,no,874,yes,no,cellular,1,103,1,success,yes
31,entrepreneur,married,secondary,no,1539,yes,yes,cellular,6,177,9,failure,no
25,admin.,married,secondary,no,10,yes,no,unknown,2,-1,0,unknown,no
31,services,single,secondary,no,900,yes,no,cellular,2,190,4,other,no
34,management,married,tertiary,no,63,no,no,cellular,1,102,2,failure,no
27,admin.,single,secondary,no,1408,no,no,cellular,2,-1,0,unknown,no
30,blue-collar,single,tertiary,no,297,no,no,cellular,4,-1,0,unknown,yes
31,management,single,tertiary,no,1761,yes,no,telephone,3,440,3,failure,yes
34,management,married,tertiary,no,1310,no,no,telephone,3,158,7,other,no
32,admin.,married,tertiary,no,653,no,no,cellular,1,-1,0,unknown,yes
40,technician,married,secondary,no,1819,no,no,cellular,1,103,2,failure,no
49,self-employed,divorced,tertiary,no,3293,no,no,cellular,3,585,6,other,no
31,services,single,secondary,no,1027,no,no,cellular,3,-1,0,unknown,yes
26,services,married,secondary,no,2063,yes,yes,cellular,1,-1,0,unknown,no
31,student,single,secondary,no,3511,no,no,cellular,1,96,1,success,yes
31,blue-collar,married,primary,no,2198,no,no,cellular,2,172,2,failure,no
26,technician,single,tertiary,no,1066,no,no,cellular,1,50,1,success,no
45,blue-collar,divorced,secondary,no,-184,yes,no,cellular,3,170,5,failure,yes
22,services,single,unknown,no,739,no,no,unknown,1,-1,0,unknown,no
47,self-employed,married,tertiary,no,917,no,no,cellular,3,212,5,failure,no
54,management,married,tertiary,no,8295,no,no,cellular,1,-1,0,unknown,yes
32,management,single,tertiary,no,1077,no,no,cellular,1,717,4,failure,no
53,entrepreneur,married,tertiary,no,1961,no,no,cellular,1,-1,0,unknown,yes
80,retired,married,primary,no,1861,no,no,telephone,2,-1,0,unknown,no
46,admin.,married,secondary,no,0,yes,no,cellular,1,185,2,other,no
31,blue-collar,married,secondary,no,2910,yes,no,unknown,2,-1,0,unknown,yes
33,management,single,tertiary,no,506,no,no,cellular,1,91,2,success,no
25,blue-collar,single,secondary,no,377,no,no,cellular,4,-1,0,unknown,no
27,blue-collar,single,primary,no,1128,yes,no,unknown,4,-1,0,unknown,no
38,services,single,secondary,no,895,yes,no,cellular,1,-1,0,unknown,yes
27,technician,single,secondary,no,8,yes,no,unknown,3,-1,0,unknown,no
40,technician,divorced,tertiary,no,568,yes,no,unknown,1,-1,0,unknown,yes
26,unemployed,single,secondary,no,340,no,no,cellular,1,-1,0,unknown,no
27,technician,single,tertiary,no,1976,no,no,cellular,2,101,1,other,no
69,retired,married,primary,no,154,no,no,cellular,4,-1,0,unknown,no
47,technician,married,secondary,no,0,no,no,cellular,1,10,1,failure,yes
36,management,single,tertiary,no,3850,yes,no,cellular,2,100,4,failure,yes
49,technician,divorced,secondary,no,305,no,no,cellular,2,-1,0,unknown,yes
35,management,married,tertiary,no,93,no,no,cellular,2,88,1,other,no
45,management,married,tertiary,no,21024,yes,no,cellular,4,-1,0,unknown,no
36,technician,single,tertiary,no,962,yes,no,cellular,1,-1,0,unknown,yes
28,blue-collar,single,secondary,no,524,yes,no,cellular,2,-1,0,unknown,yes
55,management,divorced,tertiary,no,2383,no,no,cellular,2,-1,0,unknown,yes
26,self-employed,single,tertiary,no,25,no,no,cellular,1,-1,0,unknown,no
32,housemaid,married,tertiary,no,357,yes,no,cellular,3,77,2,failure,no
64,retired,married,secondary,no,1574,no,no,telephone,3,-1,0,unknown,yes
33,blue-collar,married,secondary,no,1464,yes,no,unknown,3,-1,0,unknown,yes
43,services,married,primary,no,2557,yes,no,telephone,2,327,3,failure,yes
30,self-employed,married,tertiary,no,543,yes,yes,unknown,6,-1,0,unknown,yes
35,entrepreneur,married,secondary,no,2971,no,no,cellular,4,164,2,failure,yes
55,management,divorced,tertiary,no,26306,yes,no,cellular,1,589,4,failure,no
25,student,single,secondary,no,304,no,no,cellular,1,188,2,success,no
28,admin.,single,secondary,no,260,yes,no,unknown,2,-1,0,unknown,no
31,admin.,single,secondary,no,747,yes,no,unknown,2,-1,0,unknown,yes
30,technician,single,tertiary,no,53,no,no,cellular,1,-1,0,unknown,yes
29,technician,single,tertiary,no,615,yes,no,cellular,1,-1,0,unknown,yes
53,blue-collar,married,primary,no,252,no,no,cellular,4,-1,0,unknown,yes
26,technician,single,secondary,no,1275,yes,no,unknown,9,-1,0,unknown,no
26,student,single,secondary,no,141,no,no,cellular,1,-1,0,unknown,no
26,admin.,single,secondary,no,1375,yes,no,cellular,2,-1,0,unknown,no
32,entrepreneur,married,secondary,no,390,no,no,cellular,1,280,1,failure,yes
58,services,married,primary,no,2946,yes,no,cellular,1,-1,0,unknown,yes
31,unemployed,single,secondary,no,8304,no,no,cellular,1,183,1,failure,no
25,services,single,secondary,no,93,no,no,cellular,1,-1,0,unknown,no
25,blue-collar,married,secondary,no,-306,yes,no,unknown,3,-1,0,unknown,no
38,blue-collar,married,secondary,no,1407,yes,no,cellular,3,174,7,failure,no
35,technician,single,tertiary,no,5301,no,no,cellular,2,-1,0,unknown,yes
21,blue-collar,single,secondary,no,2265,no,no,cellular,4,99,2,success,no
37,technician,married,tertiary,no,127,yes,no,cellular,1,193,1,success,yes
47,technician,married,secondary,no,335,no,no,cellular,1,76,1,success,yes
46,management,married,primary,no,3229,yes,no,cellular,1,-1,0,unknown,yes
37,technician,single,secondary,no,-272,no,yes,cellular,3,139,6,failure,no
26,blue-collar,married,secondary,no,1028,yes,yes,unknown,1,-1,0,unknown,no
34,housemaid,married,tertiary,no,4958,yes,no,cellular,1,183,1,failure,no
42,unemployed,divorced,secondary,no,759,no,no,cellular,1,169,3,failure,no
26,technician,single,secondary,no,68,no,yes,cellular,3,-1,0,unknown,no
34,blue-collar,married,secondary,no,1412,yes,yes,cellular,1,175,2,failure,no
34,self-employed,married,tertiary,no,1545,yes,no,cellular,1,183,2,failure,no
63,blue-collar,married,secondary,no,641,no,no,cellular,2,-1,0,unknown,yes
37,blue-collar,married,secondary,no,417,no,no,cellular,1,181,5,failure,no
25,services,single,secondary,no,2311,no,yes,cellular,2,-1,0,unknown,yes
32,management,single,tertiary,no,10281,no,no,cellular,1,-1,0,unknown,yes
72,retired,married,primary,no,4657,no,no,cellular,4,94,16,other,no
55,technician,single,secondary,no,1199,no,yes,telephone,1,99,10,failure,no
27,admin.,single,secondary,no,192,no,no,telephone,17,-1,0,unknown,yes
43,blue-collar,single,secondary,no,3,yes,no,unknown,3,-1,0,unknown,yes
36,management,single,tertiary,no,490,no,no,cellular,8,98,1,failure,yes
43,services,single,secondary,no,3403,yes,no,cellular,2,97,2,success,yes
27,technician,single,tertiary,no,535,yes,no,unknown,3,-1,0,unknown,no
59,retired,divorced,secondary,no,679,no,no,cellular,4,-1,0,unknown,yes
85,retired,married,primary,no,12114,no,no,telephone,2,-1,0,unknown,yes
26,student,single,tertiary,no,10086,no,no,cellular,3,78,2,success,no
24,blue-collar,single,secondary,no,-287,yes,no,cellular,1,-1,0,unknown,no
41,unknown,single,unknown,no,942,no,no,cellular,1,-1,0,unknown,yes
24,management,single,tertiary,no,66,yes,no,unknown,2,-1,0,unknown,no
31,unemployed,married,secondary,no,314,yes,no,cellular,3,178,7,failure,yes
24,retired,single,secondary,no,366,no,yes,unknown,2,-1,0,unknown,no
28,blue-collar,single,secondary,no,235,yes,no,unknown,46,-1,0,unknown,no
42,management,single,secondary,no,900,yes,no,unknown,1,524,7,other,no
26,admin.,single,secondary,no,1327,no,no,cellular,1,31,4,failure,no
24,technician,single,secondary,no,1371,yes,yes,cellular,2,-1,0,unknown,no
41,blue-collar,married,secondary,no,203,no,no,cellular,2,-1,0,unknown,yes
56,retired,married,tertiary,no,839,no,yes,cellular,1,187,2,other,no
35,technician,married,secondary,no,2201,no,no,telephone,1,-1,0,unknown,yes
70,retired,married,primary,no,2346,no,no,cellular,3,194,2,success,no
56,management,single,primary,no,109,no,yes,telephone,1,129,18,other,no
25,management,married,tertiary,no,127,yes,no,cellular,2,-1,0,unknown,no
34,management,single,tertiary,no,575,no,no,cellular,1,-1,0,unknown,yes
26,blue-collar,single,primary,no,-295,yes,no,cellular,1,-1,0,unknown,no
42,services,single,secondary,no,3403,yes,no,cellular,1,99,1,failure,yes
31,management,single,tertiary,no,44128,no,no,cellular,1,-1,0,unknown,no
20,student,single,unknown,no,330,no,no,cellular,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,22928,no,no,unknown,1,-1,0,unknown,no
30,technician,single,secondary,no,2371,no,no,cellular,1,384,2,other,yes
28,services,married,secondary,no,-494,yes,no,unknown,2,-1,0,unknown,no
27,services,single,secondary,no,1,yes,yes,unknown,3,-1,0,unknown,no
35,technician,married,secondary,no,5553,yes,no,cellular,3,136,7,failure,no
27,unemployed,married,primary,no,7459,yes,no,unknown,2,-1,0,unknown,no
30,management,married,unknown,no,385,no,no,cellular,2,97,2,other,no
28,technician,single,secondary,no,468,yes,no,unknown,3,-1,0,unknown,no
40,admin.,married,tertiary,no,1108,no,no,cellular,2,112,1,success,no
22,services,single,secondary,no,395,yes,no,unknown,1,-1,0,unknown,no
36,housemaid,married,primary,no,4324,yes,no,cellular,4,127,4,failure,no
26,blue-collar,single,primary,no,93,yes,no,cellular,3,-1,0,unknown,no
69,retired,married,unknown,no,426,no,no,telephone,1,-1,0,unknown,yes
85,retired,married,primary,no,98,no,no,cellular,1,-1,0,unknown,yes
37,management,married,tertiary,no,489,yes,no,cellular,2,133,6,failure,no
27,self-employed,single,tertiary,no,347,no,no,cellular,4,-1,0,unknown,yes
32,services,married,secondary,no,38,yes,no,cellular,1,-1,0,unknown,yes
60,housemaid,married,primary,no,211,no,no,cellular,2,189,1,failure,no
92,retired,married,unknown,no,775,no,no,cellular,3,-1,0,unknown,yes
39,technician,single,unknown,no,45248,yes,no,unknown,1,-1,0,unknown,yes
26,technician,single,tertiary,no,36,no,yes,unknown,2,-1,0,unknown,no
38,technician,married,secondary,no,6728,no,no,cellular,1,96,4,success,yes
34,management,married,tertiary,no,714,yes,no,cellular,4,113,27,failure,no
26,student,single,unknown,no,689,no,no,cellular,2,-1,0,unknown,yes
25,blue-collar,single,primary,no,292,yes,yes,cellular,2,-1,0,unknown,yes
47,technician,married,secondary,no,834,no,yes,cellular,1,133,2,other,yes
26,technician,single,tertiary,no,1972,yes,no,cellular,2,-1,0,unknown,no
32,technician,married,secondary,no,524,no,no,cellular,1,106,1,failure,no
26,blue-collar,married,secondary,no,242,yes,no,cellular,2,-1,0,unknown,no
47,retired,married,tertiary,no,1225,yes,yes,cellular,3,227,2,failure,no
49,blue-collar,married,primary,no,128,no,no,cellular,2,-1,0,unknown,yes
52,housemaid,married,secondary,no,3923,yes,no,cellular,8,190,3,success,no
26,blue-collar,single,secondary,no,49,no,no,cellular,3,-1,0,unknown,no
31,self-employed,married,tertiary,no,2666,no,no,telephone,2,148,9,other,yes
35,technician,married,secondary,no,580,yes,no,cellular,2,171,1,failure,no
54,technician,married,secondary,no,899,no,yes,cellular,1,145,1,other,no
38,technician,married,tertiary,no,732,no,no,cellular,2,161,1,failure,no
29,unemployed,single,unknown,no,1584,no,no,cellular,1,-1,0,unknown,yes
32,technician,married,tertiary,no,8023,no,no,cellular,1,84,2,failure,no
67,retired,married,primary,no,2,no,no,cellular,1,-1,0,unknown,no
27,management,single,tertiary,no,574,yes,no,cellular,3,-1,0,unknown,no
47,blue-collar,married,secondary,no,2428,yes,no,cellular,6,177,16,other,no
35,management,single,tertiary,no,1162,no,no,cellular,1,-1,0,unknown,yes
24,student,single,secondary,no,82,yes,no,unknown,2,-1,0,unknown,no
26,student,single,secondary,no,374,no,no,telephone,2,-1,0,unknown,no
47,blue-collar,divorced,primary,no,126,yes,no,unknown,2,-1,0,unknown,yes
28,admin.,single,secondary,no,119,no,no,cellular,3,-1,0,unknown,no
36,blue-collar,married,secondary,no,402,no,yes,cellular,2,154,1,failure,no
36,student,single,tertiary,no,129,no,no,cellular,1,93,1,success,yes
24,blue-collar,married,secondary,no,-220,yes,no,cellular,1,15,1,failure,no
53,management,married,tertiary,no,597,no,no,unknown,1,-1,0,unknown,yes
48,unemployed,married,secondary,no,817,no,no,cellular,1,282,4,success,yes
54,management,divorced,tertiary,no,380,no,yes,cellular,1,188,2,success,no
28,management,single,secondary,no,311,yes,no,unknown,13,-1,0,unknown,no
27,admin.,divorced,secondary,no,451,yes,no,cellular,1,-1,0,unknown,yes
52,technician,married,secondary,no,0,yes,no,cellular,1,294,1,failure,yes
20,student,single,secondary,no,1681,no,no,telephone,1,-1,0,unknown,no
59,technician,married,secondary,no,1,no,no,cellular,1,182,5,success,yes
34,technician,married,secondary,no,272,yes,no,cellular,1,201,2,failure,no
26,technician,single,secondary,no,544,yes,yes,unknown,5,-1,0,unknown,no
64,management,married,tertiary,no,3951,no,no,cellular,1,91,1,success,yes
35,unemployed,single,tertiary,no,415,no,no,cellular,2,89,2,success,yes
26,blue-collar,married,secondary,no,622,yes,no,cellular,2,-1,0,unknown,no
54,services,divorced,secondary,no,0,no,no,cellular,1,81,2,success,yes
54,management,married,tertiary,no,3795,yes,yes,cellular,2,119,1,failure,no
61,retired,divorced,secondary,no,4243,no,no,cellular,1,182,2,success,yes
57,admin.,married,secondary,no,1504,yes,no,cellular,1,245,2,failure,no
32,management,single,secondary,no,1088,yes,no,cellular,1,363,2,success,yes
32,management,single,tertiary,no,935,no,no,cellular,1,91,7,success,yes
32,technician,single,tertiary,no,5514,no,no,telephone,1,-1,0,unknown,yes
31,management,single,tertiary,no,9421,no,no,cellular,1,-1,0,unknown,yes
51,management,married,tertiary,no,15904,no,no,cellular,4,-1,0,unknown,no
57,housemaid,married,tertiary,no,2326,no,no,cellular,1,-1,0,unknown,yes
26,self-employed,single,tertiary,no,1393,no,no,cellular,1,-1,0,unknown,no
35,blue-collar,single,secondary,no,3623,no,no,telephone,1,-1,0,unknown,yes
26,services,married,secondary,no,25,no,no,cellular,1,-1,0,unknown,no
34,management,single,tertiary,no,382,no,no,cellular,1,94,1,failure,no
48,technician,married,secondary,no,1981,yes,no,cellular,3,238,2,success,no
35,management,single,tertiary,no,-324,no,yes,cellular,11,-1,0,unknown,yes
27,student,single,secondary,no,760,no,no,cellular,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,-605,yes,yes,cellular,1,171,1,failure,no
83,retired,married,primary,no,425,no,no,telephone,1,-1,0,unknown,no
46,admin.,married,secondary,no,974,no,no,cellular,1,-1,0,unknown,yes
27,management,single,tertiary,no,446,no,no,cellular,3,-1,0,unknown,no
33,admin.,married,secondary,no,7,yes,no,cellular,1,148,1,failure,no
73,retired,married,primary,no,5539,no,no,telephone,1,-1,0,unknown,yes
40,admin.,married,secondary,no,0,no,no,cellular,2,200,2,failure,no
45,unemployed,divorced,secondary,no,3354,yes,no,unknown,1,-1,0,unknown,yes
37,services,single,secondary,no,278,yes,no,unknown,3,-1,0,unknown,yes
93,retired,married,unknown,no,775,no,no,cellular,2,13,9,success,yes
41,technician,single,tertiary,no,1646,yes,no,cellular,1,184,6,success,yes
27,unemployed,single,primary,no,93,no,no,unknown,1,-1,0,unknown,no
52,technician,married,secondary,no,196,yes,yes,cellular,2,99,1,success,no
27,management,single,tertiary,no,2821,yes,no,cellular,2,-1,0,unknown,no
44,self-employed,married,tertiary,no,1196,no,no,cellular,5,-1,0,unknown,yes
39,blue-collar,married,secondary,no,5222,yes,no,cellular,2,177,1,failure,no
58,self-employed,married,tertiary,no,8014,yes,no,cellular,2,184,3,failure,no
30,management,single,tertiary,no,61,yes,no,telephone,7,165,5,other,no
27,blue-collar,married,secondary,no,1341,yes,yes,unknown,2,-1,0,unknown,no
57,technician,married,tertiary,no,6822,no,no,cellular,2,-1,0,unknown,yes
34,blue-collar,married,secondary,no,2994,yes,no,cellular,1,176,1,failure,no
72,retired,single,tertiary,no,1285,no,no,telephone,4,150,9,failure,no
25,management,single,secondary,no,1272,yes,no,cellular,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,1568,yes,no,cellular,1,55,6,other,yes
33,admin.,divorced,secondary,no,661,yes,no,cellular,4,167,3,failure,no
51,blue-collar,married,primary,no,0,yes,yes,cellular,3,-1,0,unknown,yes
53,admin.,married,secondary,no,10541,no,no,cellular,2,92,1,success,yes
57,entrepreneur,married,unknown,no,20584,no,no,telephone,2,-1,0,unknown,no
27,student,single,secondary,no,162,no,no,telephone,1,-1,0,unknown,no
33,entrepreneur,single,tertiary,no,1623,yes,no,cellular,3,-1,0,unknown,yes
25,management,single,tertiary,no,0,no,yes,cellular,1,-1,0,unknown,no
49,management,married,tertiary,no,1093,yes,yes,cellular,2,91,2,success,yes
32,management,single,tertiary,no,2069,no,no,cellular,1,-1,0,unknown,yes
31,services,single,secondary,no,125,no,no,cellular,1,91,1,failure,no
45,unemployed,single,secondary,no,17609,no,no,cellular,6,-1,0,unknown,no
36,management,married,tertiary,no,82,no,no,cellular,1,178,4,success,no
68,retired,married,primary,no,7945,no,no,cellular,1,181,1,failure,no
24,student,single,secondary,no,0,no,no,cellular,2,-1,0,unknown,no
50,blue-collar,married,unknown,no,2284,yes,no,telephone,17,-1,0,unknown,yes
55,management,single,tertiary,no,43074,yes,no,cellular,6,-1,0,unknown,no
43,unemployed,married,tertiary,no,0,no,no,cellular,1,94,2,success,yes
29,blue-collar,divorced,secondary,no,-19,yes,no,cellular,4,-1,0,unknown,yes
34,management,married,tertiary,no,703,yes,no,cellular,1,-1,0,unknown,yes
32,blue-collar,married,primary,no,3136,yes,no,cellular,1,-1,0,unknown,yes
38,housemaid,single,secondary,no,465,yes,no,cellular,1,302,3,success,yes
37,admin.,married,tertiary,no,0,yes,no,cellular,2,119,1,failure,no
38,entrepreneur,married,tertiary,no,0,no,no,cellular,2,-1,0,unknown,yes
41,management,divorced,tertiary,no,1757,no,no,cellular,1,239,13,failure,yes
40,management,married,tertiary,no,9366,no,no,cellular,3,-1,0,unknown,yes
41,management,married,tertiary,no,1468,yes,no,cellular,3,-1,0,unknown,yes
45,blue-collar,married,secondary,no,1144,yes,no,unknown,1,-1,0,unknown,yes
28,unemployed,single,tertiary,no,497,yes,no,cellular,6,-1,0,unknown,yes
78,retired,married,secondary,no,220,no,no,cellular,1,-1,0,unknown,no
30,technician,married,secondary,no,484,yes,no,unknown,1,-1,0,unknown,yes
26,student,single,tertiary,no,2,no,no,cellular,1,102,2,failure,no
19,student,single,secondary,no,526,no,no,cellular,3,-1,0,unknown,no
58,retired,married,primary,no,2074,no,no,cellular,2,-1,0,unknown,yes
35,blue-collar,married,unknown,no,520,yes,no,cellular,1,-1,0,unknown,yes
29,unemployed,single,primary,no,1374,no,no,cellular,3,208,4,success,yes
34,retired,married,primary,no,4499,no,no,unknown,1,-1,0,unknown,yes
23,student,single,secondary,no,9216,no,no,cellular,2,-1,0,unknown,no
27,entrepreneur,single,tertiary,no,81,no,no,cellular,1,199,3,failure,no
44,blue-collar,single,primary,no,1593,yes,no,unknown,3,-1,0,unknown,yes
27,student,single,secondary,no,217,yes,no,unknown,1,-1,0,unknown,no
48,technician,married,tertiary,no,150,yes,no,cellular,2,203,7,failure,no
23,student,married,tertiary,yes,-230,yes,no,cellular,2,-1,0,unknown,no
36,admin.,divorced,secondary,no,592,no,no,cellular,2,99,5,failure,yes
66,housemaid,married,primary,no,1230,no,no,cellular,3,-1,0,unknown,yes
60,management,married,tertiary,no,73,no,no,telephone,2,-1,0,unknown,yes
41,management,married,secondary,no,280,yes,no,cellular,2,-1,0,unknown,yes
28,management,single,tertiary,no,1584,yes,no,cellular,2,-1,0,unknown,yes
31,blue-collar,married,secondary,no,8,yes,no,cellular,2,170,1,failure,no
24,student,single,unknown,no,1693,no,no,cellular,1,-1,0,unknown,no
74,retired,married,primary,no,4286,no,no,cellular,1,-1,0,unknown,no
29,management,single,tertiary,no,3846,no,no,cellular,2,-1,0,unknown,yes
50,unemployed,married,secondary,no,36221,no,no,cellular,2,-1,0,unknown,no
78,retired,divorced,unknown,no,0,no,no,telephone,1,-1,0,unknown,no
50,unemployed,married,secondary,no,3674,yes,no,unknown,3,-1,0,unknown,yes
28,self-employed,single,secondary,no,1536,no,no,cellular,3,-1,0,unknown,no
24,blue-collar,single,secondary,no,327,yes,no,unknown,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,661,yes,no,cellular,1,-1,0,unknown,yes
24,student,single,secondary,no,867,no,no,cellular,7,108,8,other,no
21,blue-collar,single,secondary,no,2265,no,no,cellular,2,-1,0,unknown,yes
55,technician,married,secondary,no,10185,no,no,cellular,1,180,4,success,no
28,services,single,secondary,no,60,no,yes,cellular,1,-1,0,unknown,no
77,retired,married,primary,no,680,no,no,telephone,4,94,3,failure,no
40,blue-collar,married,secondary,no,4853,no,no,cellular,1,111,2,failure,no
31,services,single,secondary,no,1510,yes,no,cellular,4,176,1,failure,no
36,admin.,married,tertiary,no,3221,no,no,cellular,11,-1,0,unknown,yes
49,admin.,single,secondary,no,293,no,no,cellular,1,-1,0,unknown,yes
51,technician,married,tertiary,no,1347,yes,yes,cellular,1,243,1,failure,yes
26,student,single,secondary,no,0,yes,no,unknown,2,-1,0,unknown,no
55,management,married,tertiary,no,10065,no,no,cellular,5,177,3,failure,no
42,admin.,married,secondary,no,1133,yes,no,cellular,4,212,3,failure,no
37,admin.,single,secondary,no,1560,yes,no,cellular,1,163,2,failure,no
46,entrepreneur,single,tertiary,no,1410,yes,no,telephone,5,175,9,failure,no
25,admin.,single,secondary,no,425,no,no,cellular,1,-1,0,unknown,no
30,management,single,tertiary,no,222,no,yes,cellular,1,204,2,other,no
52,blue-collar,married,secondary,no,2230,no,no,cellular,3,-1,0,unknown,yes
25,services,single,tertiary,no,130,yes,no,cellular,1,-1,0,unknown,no
35,management,single,tertiary,no,1396,yes,no,cellular,1,300,1,failure,yes
51,blue-collar,married,secondary,no,518,yes,no,cellular,1,-1,0,unknown,yes
33,blue-collar,married,secondary,no,2254,yes,no,cellular,1,148,1,failure,no
27,blue-collar,single,secondary,no,2752,yes,no,cellular,2,-1,0,unknown,no
23,services,single,secondary,no,488,no,no,cellular,1,92,2,other,yes
33,admin.,married,secondary,no,-370,yes,no,cellular,1,345,1,failure,yes
34,management,married,tertiary,no,577,yes,no,cellular,2,153,1,failure,no
53,blue-collar,single,secondary,no,2430,yes,yes,cellular,2,145,3,failure,no
27,student,single,tertiary,no,5291,no,no,cellular,1,91,4,success,yes
57,retired,married,secondary,no,1841,no,no,telephone,1,-1,0,unknown,yes
30,blue-collar,single,secondary,no,1598,yes,no,cellular,1,-1,0,unknown,yes
30,management,married,secondary,no,850,no,no,cellular,2,-1,0,unknown,yes
38,admin.,married,secondary,no,11303,no,no,cellular,2,216,2,failure,yes
33,technician,single,tertiary,no,149,yes,no,cellular,2,182,1,other,yes
26,management,single,tertiary,no,1027,no,no,cellular,1,-1,0,unknown,yes
54,management,single,tertiary,no,4393,yes,no,unknown,3,-1,0,unknown,yes
37,management,single,tertiary,no,22125,no,yes,cellular,2,-1,0,unknown,yes
32,self-employed,married,secondary,no,409,no,no,cellular,2,-1,0,unknown,yes
35,technician,single,tertiary,no,364,no,yes,cellular,3,205,3,failure,no
25,student,single,secondary,no,125,no,no,cellular,1,92,2,success,yes
26,self-employed,divorced,secondary,no,165,yes,no,cellular,4,-1,0,unknown,no
64,retired,married,secondary,no,466,yes,no,cellular,1,-1,0,unknown,yes
32,entrepreneur,married,tertiary,no,762,no,no,cellular,11,-1,0,unknown,yes
46,management,married,tertiary,no,-191,yes,no,cellular,3,202,3,failure,no
34,management,single,tertiary,no,1228,no,no,cellular,2,105,10,success,no
59,self-employed,married,tertiary,no,2013,no,no,cellular,4,94,2,success,yes
61,management,married,tertiary,no,0,no,no,cellular,2,-1,0,unknown,yes
44,blue-collar,married,unknown,no,146,yes,no,unknown,1,-1,0,unknown,yes
32,technician,single,secondary,no,1279,yes,no,unknown,3,-1,0,unknown,yes
37,admin.,married,secondary,no,1207,yes,no,telephone,2,138,2,success,yes
24,student,single,secondary,no,2,no,no,cellular,1,-1,0,unknown,no
28,entrepreneur,single,tertiary,no,104,no,no,cellular,1,-1,0,unknown,no
28,blue-collar,married,secondary,no,131,yes,no,unknown,5,-1,0,unknown,no
35,self-employed,married,tertiary,no,3698,yes,no,cellular,1,-1,0,unknown,yes
22,student,single,primary,no,3472,no,no,cellular,1,181,4,success,yes
46,self-employed,single,secondary,no,526,no,no,cellular,1,96,3,success,no
47,management,divorced,tertiary,no,17964,yes,no,unknown,2,-1,0,unknown,no
23,admin.,single,secondary,no,1358,no,no,cellular,2,-1,0,unknown,no
33,management,married,tertiary,no,55,no,no,cellular,2,87,3,failure,yes
22,student,single,secondary,no,47,no,no,cellular,2,-1,0,unknown,no
42,management,married,tertiary,no,294,no,no,cellular,1,-1,0,unknown,yes
72,management,married,tertiary,no,7003,no,no,telephone,3,-1,0,unknown,no
30,management,single,tertiary,no,265,no,no,cellular,1,93,3,success,no
29,management,single,unknown,no,560,no,no,cellular,1,92,2,success,no
34,admin.,married,tertiary,no,882,no,no,cellular,1,113,5,success,no
72,retired,married,secondary,no,1533,no,no,cellular,2,-1,0,unknown,yes
64,retired,married,secondary,no,571,yes,no,cellular,2,-1,0,unknown,yes
21,student,single,secondary,no,164,no,no,cellular,5,-1,0,unknown,no
34,blue-collar,married,secondary,no,320,yes,no,cellular,1,92,3,success,yes
30,technician,single,secondary,no,816,yes,no,unknown,1,-1,0,unknown,yes
27,technician,single,secondary,no,1359,no,yes,telephone,1,-1,0,unknown,no
