年齢,職業,婚姻状況,学歴,債務不履行,残高,住宅ローン,個人ローン,連絡手段,日,月,通話時間,キャンペーン,直前接触日,過去接触回数,前回接触結果,申込有無
35,services,single,secondary,False,1063,True,True,cellular,16,apr,327,1,-1,0,,False
56,admin.,divorced,secondary,False,985,False,True,cellular,18,aug,150,2,-1,0,,False
45,blue-collar,married,secondary,False,2926,True,True,cellular,19,nov,482,3,120,2,failure,False
31,admin.,single,secondary,False,-449,True,False,,28,may,81,2,-1,0,,False
37,entrepreneur,divorced,tertiary,False,66,False,False,cellular,18,nov,1164,2,-1,0,,True
43,admin.,married,secondary,False,0,True,False,cellular,17,jul,674,3,-1,0,,False
40,management,married,,False,419,True,False,cellular,10,jul,347,1,-1,0,,False
44,management,married,primary,False,4758,True,False,cellular,22,jul,712,6,-1,0,,True
38,admin.,single,secondary,False,-23,False,False,cellular,20,nov,48,2,-1,0,,False
58,management,divorced,tertiary,False,1573,True,True,cellular,17,nov,279,1,-1,0,,False
24,blue-collar,single,secondary,False,77,True,False,,16,may,236,2,-1,0,,False
53,services,married,secondary,False,1378,True,False,cellular,18,jul,91,2,-1,0,,False
36,blue-collar,married,secondary,False,-73,True,True,cellular,18,may,15,8,-1,0,,False
28,blue-collar,married,primary,False,60,True,False,cellular,6,may,161,1,337,1,failure,False
45,blue-collar,married,primary,False,137,True,True,,16,may,187,19,-1,0,,False
32,admin.,single,tertiary,False,1583,True,False,cellular,19,nov,100,1,182,1,failure,False
46,admin.,married,secondary,False,-121,True,True,cellular,8,jul,214,4,-1,0,,False
28,blue-collar,single,secondary,False,1065,True,True,cellular,17,apr,406,1,317,1,failure,False
51,unemployed,married,secondary,False,-13,True,False,cellular,13,may,361,1,364,1,failure,False
51,blue-collar,married,primary,False,1869,False,False,,17,jun,30,3,-1,0,,False
30,technician,single,secondary,False,4787,True,False,,4,jun,99,2,-1,0,,False
39,technician,married,secondary,True,-183,True,False,,14,may,202,2,-1,0,,False
28,blue-collar,married,primary,False,702,True,False,,26,jun,318,2,-1,0,,False
31,management,single,tertiary,False,1494,False,False,cellular,13,aug,275,12,-1,0,,False
31,blue-collar,married,primary,False,0,True,True,,12,may,59,4,-1,0,,False
38,management,married,tertiary,False,46,False,False,cellular,29,aug,70,4,-1,0,,False
31,blue-collar,single,secondary,False,609,True,False,cellular,14,apr,1126,1,335,1,failure,False
74,retired,divorced,secondary,False,4079,False,False,cellular,19,oct,343,3,-1,0,,True
40,management,single,tertiary,False,0,True,False,cellular,23,feb,228,2,182,6,failure,True
43,technician,married,secondary,False,7876,True,False,cellular,11,aug,209,2,-1,0,,False
34,technician,single,tertiary,False,925,True,False,cellular,13,apr,709,1,-1,0,,True
54,management,divorced,tertiary,False,7010,False,False,cellular,11,mar,275,2,-1,0,,False
51,blue-collar,married,primary,False,42,True,False,cellular,12,may,51,2,342,3,failure,False
33,blue-collar,married,secondary,False,285,False,True,,3,jul,267,1,-1,0,,False
41,technician,married,tertiary,False,0,False,False,,20,jun,95,1,-1,0,,False
33,management,single,tertiary,False,3170,False,False,cellular,28,oct,246,2,-1,0,,False
48,admin.,married,secondary,False,8,False,True,cellular,7,jul,46,1,-1,0,,False
42,self-employed,divorced,tertiary,False,216,True,False,cellular,8,may,144,3,-1,0,,False
35,management,single,tertiary,False,2975,False,False,cellular,8,aug,249,2,-1,0,,False
25,admin.,married,secondary,False,894,True,False,,28,may,328,1,-1,0,,False
38,blue-collar,single,primary,False,490,True,True,,25,aug,17,1,-1,0,,False
45,entrepreneur,married,secondary,False,245,True,False,,14,may,126,3,-1,0,,False
59,management,divorced,tertiary,False,0,True,False,cellular,31,jul,52,8,-1,0,,False
47,management,married,,False,150,False,False,,9,jun,52,1,-1,0,,False
33,management,married,tertiary,False,4,True,False,cellular,16,jul,285,5,-1,0,,False
59,management,married,primary,False,1727,False,False,telephone,25,may,500,4,358,2,failure,True
41,blue-collar,divorced,primary,False,664,False,True,cellular,15,jul,955,5,-1,0,,True
42,technician,married,secondary,False,473,True,False,cellular,7,jul,216,5,-1,0,,False
51,technician,divorced,tertiary,False,0,False,False,cellular,28,aug,84,7,-1,0,,False
45,management,married,tertiary,False,-192,True,False,cellular,6,may,138,3,-1,0,,False
30,management,married,tertiary,False,1942,True,True,cellular,21,nov,436,2,178,3,other,True
33,blue-collar,single,secondary,False,5137,True,False,cellular,6,may,123,1,-1,0,,False
43,management,married,tertiary,False,13044,False,False,cellular,18,aug,36,4,-1,0,,False
37,blue-collar,married,secondary,False,1053,False,False,,16,jun,405,3,-1,0,,False
73,retired,married,primary,False,154,False,False,cellular,15,oct,103,1,-1,0,,False
43,blue-collar,married,secondary,False,625,True,False,,30,sep,175,1,-1,0,,False
52,unemployed,married,primary,False,255,False,True,cellular,10,jul,374,3,-1,0,,False
44,management,married,tertiary,False,529,True,False,,4,jun,129,4,-1,0,,False
56,management,married,tertiary,False,318,False,True,telephone,9,jul,246,3,-1,0,,False
21,services,single,secondary,False,1903,True,False,,29,may,107,2,-1,0,,False
43,,married,tertiary,False,1937,False,False,,19,jun,385,1,-1,0,,False
54,management,married,primary,False,3859,False,True,cellular,20,nov,104,3,-1,0,,False
59,technician,married,primary,False,4198,False,False,cellular,14,jan,309,1,91,10,success,True
52,blue-collar,married,primary,False,230,True,False,cellular,6,may,198,2,170,2,failure,False
31,admin.,single,secondary,False,747,True,False,,26,may,543,2,-1,0,,True
53,admin.,married,secondary,False,263,False,True,cellular,18,jul,143,7,-1,0,,False
24,technician,single,secondary,False,-46,True,False,,19,may,23,1,-1,0,,False
57,retired,married,secondary,False,0,False,True,,30,jun,104,2,-1,0,,False
48,technician,married,secondary,False,568,True,False,cellular,2,sep,378,2,386,1,success,True
57,technician,married,secondary,False,1469,True,False,cellular,17,nov,364,1,-1,0,,False
51,technician,married,secondary,False,18,False,True,cellular,25,jul,363,6,-1,0,,False
50,management,divorced,tertiary,False,201,True,False,cellular,24,jul,248,1,-1,0,,False
34,blue-collar,married,secondary,False,1412,True,True,,27,may,157,2,-1,0,,False
43,blue-collar,married,primary,False,-93,True,False,,26,may,402,2,-1,0,,False
31,services,married,secondary,False,-331,True,False,,23,may,203,5,-1,0,,False
29,blue-collar,married,,False,486,True,False,cellular,6,may,422,1,363,1,failure,False
39,blue-collar,married,primary,False,694,True,False,cellular,21,nov,44,1,-1,0,,False
36,management,single,tertiary,False,2806,True,False,,30,may,358,4,-1,0,,False
38,unemployed,single,tertiary,False,0,False,False,cellular,6,feb,39,2,-1,0,,False
56,management,divorced,tertiary,False,2959,True,False,telephone,18,may,325,1,-1,0,,False
41,housemaid,divorced,primary,False,22,True,False,cellular,18,nov,238,3,126,4,other,False
47,technician,married,secondary,False,1167,True,False,cellular,30,apr,968,1,87,5,failure,True
38,management,single,tertiary,False,35,True,False,cellular,17,apr,156,1,273,3,failure,False
80,retired,married,secondary,False,8304,False,False,telephone,6,apr,681,1,118,11,success,False
37,services,married,secondary,False,4760,True,False,cellular,20,nov,187,2,-1,0,,False
44,management,single,tertiary,False,-1313,True,True,cellular,15,may,104,10,-1,0,,False
33,blue-collar,single,secondary,False,697,False,False,cellular,6,feb,860,2,-1,0,,True
53,technician,married,secondary,False,230,False,True,cellular,13,aug,112,2,-1,0,,False
69,retired,married,tertiary,False,473,False,False,cellular,7,jul,112,1,78,1,failure,False
46,technician,married,secondary,False,1427,True,False,,14,may,32,3,-1,0,,False
30,management,single,tertiary,False,201,True,False,cellular,17,mar,325,2,-1,0,,True
31,self-employed,single,secondary,False,1086,False,False,cellular,20,nov,410,1,-1,0,,False
38,management,divorced,tertiary,False,4335,True,False,cellular,20,nov,640,1,-1,0,,False
34,services,divorced,secondary,False,44,False,False,,9,jun,118,1,-1,0,,False
48,,married,,False,286,False,False,cellular,30,jul,166,2,-1,0,,False
46,blue-collar,divorced,primary,False,216,False,False,cellular,2,feb,173,1,-1,0,,False
42,admin.,married,secondary,False,214,True,False,,28,may,21,24,-1,0,,False
41,blue-collar,married,secondary,False,343,True,False,,14,may,89,7,-1,0,,False
33,blue-collar,married,secondary,False,-77,True,False,cellular,28,jul,151,3,-1,0,,False
39,blue-collar,married,primary,False,1046,False,False,,19,jun,112,4,-1,0,,False
27,student,single,secondary,False,1566,False,False,cellular,30,jan,164,5,-1,0,,False
26,management,single,tertiary,False,592,False,False,telephone,29,jan,145,2,164,1,other,False
38,management,single,tertiary,False,104,True,False,cellular,6,may,606,3,-1,0,,True
48,blue-collar,married,secondary,False,0,True,False,,26,may,105,1,-1,0,,False
54,services,married,secondary,False,-22,False,True,cellular,9,jul,85,1,-1,0,,False
51,services,married,secondary,False,0,False,False,cellular,18,jul,439,3,-1,0,,False
47,technician,married,secondary,False,72,False,False,,29,may,278,1,-1,0,,False
53,technician,married,secondary,False,100,False,False,cellular,13,aug,205,4,-1,0,,False
35,blue-collar,married,primary,False,319,True,False,cellular,16,jul,221,1,-1,0,,False
58,management,married,tertiary,False,9339,True,False,telephone,18,nov,52,3,172,3,other,False
52,management,divorced,tertiary,False,50,True,False,,12,jun,84,3,-1,0,,False
57,retired,married,secondary,True,32,True,False,cellular,15,may,476,3,-1,0,,False
52,management,married,tertiary,False,6922,False,False,cellular,20,nov,371,1,-1,0,,False
35,management,single,tertiary,False,633,True,False,cellular,17,apr,128,3,-1,0,,False
48,technician,married,secondary,False,4265,True,False,,13,may,220,2,-1,0,,False
46,entrepreneur,married,tertiary,False,2262,False,False,telephone,14,jul,44,14,-1,0,,False
39,services,married,secondary,False,1970,True,False,,8,jun,30,1,404,2,success,False
38,self-employed,divorced,tertiary,False,1513,False,False,cellular,7,may,330,1,342,1,failure,False
34,entrepreneur,married,secondary,False,4659,True,False,,30,aug,28,1,-1,0,,False
47,entrepreneur,married,primary,False,668,False,False,cellular,12,may,908,1,-1,0,,False
35,management,divorced,tertiary,False,649,False,False,cellular,16,apr,177,1,-1,0,,False
46,blue-collar,divorced,primary,False,452,True,False,,9,may,113,4,-1,0,,False
27,admin.,single,secondary,False,-145,True,False,telephone,15,may,289,8,-1,0,,False
31,blue-collar,married,secondary,False,-498,True,False,cellular,21,jul,357,1,-1,0,,False
31,management,single,tertiary,False,0,False,False,cellular,28,aug,38,16,-1,0,,False
46,admin.,married,secondary,False,22,True,False,cellular,7,aug,414,4,-1,0,,False
31,admin.,married,secondary,False,2304,True,False,cellular,20,nov,257,2,-1,0,,False
33,management,married,tertiary,False,1412,True,False,,19,aug,480,1,-1,0,,True
42,housemaid,married,primary,False,145,False,False,cellular,20,aug,252,2,-1,0,,False
33,management,single,primary,False,4897,True,False,,20,may,151,1,-1,0,,False
40,housemaid,married,primary,False,1832,False,False,cellular,6,feb,213,4,-1,0,,False
51,blue-collar,married,primary,False,3726,False,True,cellular,27,aug,119,12,-1,0,,False
31,unemployed,married,tertiary,False,591,False,False,cellular,21,nov,161,2,-1,0,,False
62,retired,divorced,tertiary,False,0,False,False,cellular,13,nov,227,2,-1,0,,True
24,student,single,secondary,False,508,True,False,telephone,18,may,12,3,374,1,other,False
48,unemployed,married,secondary,False,817,False,False,cellular,14,jan,517,1,282,4,success,True
41,technician,divorced,secondary,False,348,True,False,cellular,7,may,225,2,275,2,failure,False
43,management,married,tertiary,False,291,True,False,,9,may,150,2,-1,0,,False
52,technician,married,secondary,False,3554,False,True,cellular,8,jul,89,1,-1,0,,False
54,blue-collar,married,primary,False,781,True,False,,9,may,103,2,-1,0,,False
32,technician,divorced,tertiary,False,267,False,False,cellular,26,may,128,1,-1,0,,False
38,blue-collar,married,primary,False,1327,True,False,cellular,20,nov,277,1,-1,0,,False
41,admin.,married,primary,False,-306,True,False,,15,may,500,1,-1,0,,True
31,blue-collar,single,primary,False,864,True,False,telephone,14,may,113,2,-1,0,,False
35,housemaid,married,tertiary,False,1265,True,False,cellular,15,may,326,5,179,4,failure,True
26,admin.,married,secondary,False,0,False,False,,27,may,755,1,-1,0,,False
52,technician,married,tertiary,False,214,False,False,cellular,29,aug,161,3,-1,0,,False
58,retired,married,secondary,False,425,True,True,cellular,17,nov,100,1,-1,0,,False
57,housemaid,married,tertiary,False,3,False,False,cellular,4,aug,142,2,-1,0,,False
34,management,married,tertiary,False,0,True,False,,8,may,214,2,-1,0,,False
59,blue-collar,married,primary,False,0,False,False,cellular,18,nov,167,2,-1,0,,False
27,technician,single,secondary,False,282,False,True,cellular,9,jul,676,5,-1,0,,False
42,entrepreneur,married,tertiary,False,0,False,False,cellular,9,jul,236,1,-1,0,,False
47,housemaid,single,tertiary,False,3727,False,False,,12,jun,993,6,-1,0,,True
33,blue-collar,married,secondary,False,0,True,True,cellular,28,jul,83,12,-1,0,,False
31,services,single,secondary,False,864,True,False,cellular,6,may,100,1,-1,0,,False
37,management,married,tertiary,False,4089,True,False,cellular,2,feb,289,2,174,4,other,True
29,blue-collar,married,secondary,False,-478,False,True,cellular,8,jul,528,2,-1,0,,False
38,unemployed,married,primary,False,-363,False,False,,12,jun,340,2,-1,0,,False
35,self-employed,married,secondary,False,8883,False,False,cellular,21,nov,33,3,-1,0,,False
31,technician,single,secondary,False,1970,False,False,telephone,17,apr,284,3,-1,0,,False
62,management,married,tertiary,False,1859,False,False,telephone,6,aug,245,3,-1,0,,True
32,technician,single,tertiary,False,1059,True,False,cellular,17,apr,115,1,-1,0,,False
31,services,married,secondary,False,388,True,False,,5,may,730,2,-1,0,,False
51,blue-collar,divorced,primary,False,602,True,False,cellular,11,may,347,1,284,2,failure,False
29,services,single,secondary,False,0,False,False,cellular,17,jul,58,1,-1,0,,False
43,blue-collar,married,primary,False,255,True,False,cellular,17,jul,180,1,-1,0,,False
36,blue-collar,married,secondary,False,63,True,False,,2,jun,56,8,-1,0,,False
34,self-employed,married,primary,False,712,True,False,,2,jun,326,3,-1,0,,False
29,services,married,secondary,False,57,True,False,telephone,21,jul,342,9,-1,0,,False
57,retired,married,secondary,False,523,False,True,cellular,2,feb,49,6,-1,0,,False
43,management,married,tertiary,False,422,False,False,cellular,12,aug,110,1,-1,0,,False
33,services,married,secondary,False,386,False,False,cellular,12,nov,253,1,92,4,failure,True
60,management,married,tertiary,False,3387,False,False,cellular,14,aug,636,2,-1,0,,False
51,technician,married,primary,False,260,False,False,cellular,19,aug,137,2,-1,0,,False
40,admin.,single,secondary,False,-1,False,False,cellular,7,jul,173,1,-1,0,,False
51,technician,married,secondary,False,1490,True,False,cellular,18,jul,227,2,-1,0,,False
38,services,married,secondary,False,497,True,True,,19,may,88,5,-1,0,,False
35,technician,married,secondary,False,1707,True,False,,2,jun,426,3,-1,0,,False
47,technician,married,secondary,False,826,True,False,telephone,18,nov,195,3,112,8,other,False
45,blue-collar,married,primary,False,907,False,False,cellular,18,aug,230,8,-1,0,,False
40,services,married,secondary,False,1836,True,False,cellular,12,may,750,2,-1,0,,True
29,entrepreneur,single,secondary,False,404,False,False,cellular,30,jan,413,3,-1,0,,False
52,management,divorced,tertiary,False,907,True,False,,4,jun,104,2,-1,0,,False
26,technician,married,secondary,False,18,True,True,cellular,5,may,138,1,-1,0,,False
31,blue-collar,single,primary,False,-495,True,False,,29,may,334,2,-1,0,,False
55,services,married,,False,1210,True,False,,30,may,868,1,-1,0,,False
35,services,married,secondary,False,819,True,False,telephone,14,jul,102,14,-1,0,,False
56,management,divorced,tertiary,False,442,False,False,,28,may,77,3,-1,0,,False
28,blue-collar,single,secondary,False,-46,True,False,cellular,1,sep,199,1,92,14,success,True
27,student,single,secondary,False,671,True,False,,7,may,332,2,-1,0,,False
30,technician,married,secondary,False,371,False,False,cellular,7,aug,124,2,-1,0,,False
51,technician,married,tertiary,False,-3,False,False,cellular,25,aug,91,9,-1,0,,False
33,management,married,secondary,False,11,True,False,cellular,4,may,104,3,-1,0,,False
32,blue-collar,single,secondary,False,33,True,False,cellular,18,may,125,1,368,4,failure,False
43,entrepreneur,married,secondary,False,104,True,False,cellular,18,jul,635,3,-1,0,,True
46,blue-collar,married,primary,False,174,False,True,cellular,15,jul,90,1,-1,0,,False
32,management,married,tertiary,False,3107,True,True,cellular,25,jul,310,1,-1,0,,False
40,services,married,secondary,False,1438,True,False,cellular,6,may,207,1,351,2,failure,False
39,blue-collar,married,secondary,False,1367,False,False,,12,jun,43,1,-1,0,,False
51,blue-collar,married,primary,False,-11,False,False,telephone,16,jul,126,4,-1,0,,False
46,admin.,single,secondary,False,1693,True,False,cellular,25,jan,137,1,97,1,success,False
43,blue-collar,married,primary,False,778,True,True,,15,may,284,5,-1,0,,False
36,technician,married,tertiary,False,837,False,False,cellular,28,aug,68,6,-1,0,,False
48,management,married,tertiary,False,363,False,False,cellular,18,nov,67,1,-1,0,,False
26,admin.,single,secondary,False,236,True,True,cellular,18,may,8,2,-1,0,,False
39,admin.,single,,False,0,True,False,cellular,11,may,62,1,-1,0,,False
47,management,married,tertiary,False,-50,False,True,cellular,7,jul,175,1,-1,0,,False
23,entrepreneur,single,primary,False,4,True,False,,13,may,395,2,-1,0,,True
54,management,divorced,tertiary,False,26306,True,False,cellular,11,feb,27,1,84,3,failure,False
38,admin.,married,secondary,False,46,True,True,,6,may,195,1,-1,0,,False
33,technician,married,secondary,False,575,False,True,cellular,4,feb,254,2,-1,0,,False
35,admin.,divorced,secondary,False,148,False,True,cellular,8,jul,199,1,-1,0,,False
52,services,married,secondary,False,431,False,False,cellular,26,aug,73,17,-1,0,,False
25,technician,single,tertiary,False,777,True,False,,14,may,351,1,-1,0,,False
29,management,married,tertiary,False,199,True,True,,7,may,1689,4,-1,0,,True
35,technician,single,tertiary,False,3552,False,False,cellular,21,nov,267,1,-1,0,,False
49,services,married,secondary,False,47,False,False,,5,may,234,2,-1,0,,False
41,admin.,divorced,secondary,False,3823,False,False,cellular,26,apr,234,10,-1,0,,False
32,management,married,tertiary,False,138,False,False,cellular,20,aug,94,4,-1,0,,False
29,admin.,single,secondary,False,1117,True,False,,8,may,77,2,-1,0,,False
28,blue-collar,married,secondary,False,1325,True,False,cellular,15,may,242,1,-1,0,,False
59,retired,married,secondary,False,0,False,False,cellular,18,jul,247,4,-1,0,,False
34,entrepreneur,married,tertiary,False,4343,False,False,,9,jun,85,4,-1,0,,False
55,management,divorced,tertiary,False,1598,False,False,cellular,22,aug,607,4,-1,0,,False
34,management,married,tertiary,False,3301,True,False,cellular,17,jun,485,2,227,4,failure,True
24,student,single,secondary,False,822,False,False,cellular,27,oct,184,1,91,2,failure,True
42,technician,divorced,secondary,False,-280,True,False,,26,may,258,1,-1,0,,False
34,management,single,,False,1534,True,False,cellular,16,apr,156,1,147,7,other,False
34,admin.,married,secondary,False,1671,False,False,,21,may,160,1,-1,0,,False
51,self-employed,married,tertiary,False,2007,False,False,,16,jun,1021,1,-1,0,,False
58,blue-collar,married,primary,False,0,True,False,cellular,31,jul,5,25,-1,0,,False
44,technician,married,secondary,False,2776,True,False,cellular,27,jan,701,1,-1,0,,True
33,blue-collar,married,secondary,False,139,True,True,cellular,18,may,732,2,291,5,failure,True
34,management,married,tertiary,False,573,False,False,cellular,10,aug,122,1,-1,0,,False
34,admin.,married,secondary,False,475,True,False,,7,may,559,1,-1,0,,False
42,blue-collar,divorced,secondary,False,47,True,True,,8,may,141,1,-1,0,,False
46,management,single,tertiary,False,2154,True,False,cellular,21,jul,87,4,-1,0,,False
31,self-employed,single,tertiary,False,96,False,False,cellular,5,feb,577,1,-1,0,,False
39,entrepreneur,married,tertiary,False,83,True,False,cellular,11,jul,193,2,-1,0,,False
34,management,single,tertiary,False,6766,False,False,cellular,28,aug,210,5,-1,0,,False
47,technician,married,secondary,False,3973,False,False,cellular,6,aug,732,2,-1,0,,False
42,services,divorced,secondary,False,372,True,True,,6,may,121,2,-1,0,,False
48,blue-collar,single,secondary,False,-552,False,True,cellular,21,nov,150,2,-1,0,,False
30,self-employed,single,tertiary,False,48,False,False,cellular,21,nov,140,1,-1,0,,False
38,technician,married,secondary,False,7696,True,False,cellular,20,nov,386,2,-1,0,,False
24,services,married,secondary,False,4500,True,False,cellular,11,may,733,2,-1,0,,True
34,technician,married,secondary,False,1,True,False,cellular,19,nov,108,1,-1,0,,False
46,management,single,tertiary,False,46,False,True,cellular,17,nov,80,1,152,1,failure,False
32,admin.,divorced,secondary,True,-18,True,False,,12,may,155,3,-1,0,,False
46,services,married,secondary,False,451,True,True,cellular,13,may,389,4,-1,0,,False
26,self-employed,married,tertiary,False,479,True,False,cellular,9,feb,133,3,-1,0,,False
42,blue-collar,married,secondary,False,0,True,False,cellular,21,nov,328,6,-1,0,,False
50,technician,married,secondary,False,1130,True,False,cellular,23,jul,119,2,-1,0,,False
41,blue-collar,married,primary,False,389,True,False,,16,jun,87,6,-1,0,,False
34,admin.,single,secondary,False,10,False,True,cellular,18,nov,162,1,173,3,failure,False
32,services,married,secondary,False,401,True,False,,15,may,294,2,-1,0,,False
58,housemaid,single,tertiary,False,145,True,True,cellular,16,jul,128,2,-1,0,,False
45,technician,married,secondary,False,115,True,False,cellular,6,may,108,1,-1,0,,False
28,admin.,single,secondary,False,89,True,True,cellular,6,feb,172,2,-1,0,,False
35,technician,married,secondary,False,94,True,True,,14,may,208,5,-1,0,,False
39,services,married,secondary,False,1438,True,False,,20,may,212,2,-1,0,,False
49,unemployed,divorced,tertiary,False,780,False,False,cellular,8,nov,148,1,871,2,failure,False
50,management,married,tertiary,False,207,True,False,cellular,4,feb,99,1,-1,0,,False
37,management,married,tertiary,False,238,False,False,cellular,3,feb,185,1,92,1,success,True
45,blue-collar,married,primary,False,2433,False,False,cellular,6,aug,133,2,-1,0,,False
30,housemaid,single,secondary,False,1924,False,False,cellular,6,feb,170,1,-1,0,,False
48,unemployed,married,tertiary,False,-471,True,False,,19,may,668,7,-1,0,,False
36,management,single,tertiary,False,1531,True,False,cellular,8,may,81,3,170,1,failure,False
41,management,single,secondary,False,764,False,False,cellular,12,jun,230,2,-1,0,,False
55,blue-collar,married,secondary,False,383,False,False,,5,may,287,1,-1,0,,False
70,retired,married,primary,False,3782,False,False,cellular,16,mar,618,1,-1,0,,False
41,management,married,tertiary,False,326,True,False,cellular,5,may,788,1,-1,0,,True
47,services,divorced,secondary,False,691,False,False,cellular,6,feb,285,6,-1,0,,False
34,technician,single,secondary,False,0,False,False,cellular,21,aug,163,2,-1,0,,False
33,management,single,tertiary,False,99,False,False,cellular,8,jul,159,1,-1,0,,False
58,retired,married,secondary,False,502,True,False,cellular,12,may,197,2,370,3,failure,False
51,management,married,tertiary,False,-15,False,False,cellular,25,jul,212,2,-1,0,,False
45,management,married,tertiary,False,1929,True,False,,29,may,44,15,-1,0,,False
55,admin.,married,secondary,False,0,False,False,cellular,23,sep,180,2,238,3,success,False
30,blue-collar,single,primary,False,185,False,False,,26,jun,11,1,-1,0,,False
33,management,single,secondary,False,-424,True,False,,26,may,863,1,-1,0,,False
27,services,single,secondary,False,0,True,False,,7,may,388,7,-1,0,,False
59,retired,married,secondary,False,319,True,False,,5,may,143,3,-1,0,,False
34,management,single,tertiary,False,171,True,False,cellular,7,may,191,1,294,1,failure,False
47,technician,divorced,tertiary,False,-1148,True,True,,27,may,62,2,-1,0,,False
44,blue-collar,married,primary,False,-11,True,False,,9,may,13,1,-1,0,,False
35,admin.,single,secondary,False,0,True,False,cellular,13,may,1073,1,-1,0,,True
45,management,married,tertiary,False,-206,True,False,cellular,6,may,337,2,-1,0,,False
42,blue-collar,married,primary,False,704,True,True,telephone,31,jul,88,10,-1,0,,False
38,technician,married,secondary,False,1931,False,False,cellular,2,jun,167,1,298,10,other,False
34,technician,single,secondary,False,943,False,False,cellular,29,aug,96,4,-1,0,,False
35,technician,married,secondary,False,327,True,False,cellular,13,apr,537,3,-1,0,,False
29,management,single,secondary,False,-105,True,False,,27,may,5,3,-1,0,,False
58,retired,married,secondary,False,983,False,False,cellular,5,aug,139,1,-1,0,,False
44,blue-collar,single,primary,False,787,True,False,,30,may,570,2,-1,0,,False
45,entrepreneur,married,tertiary,False,0,True,False,cellular,29,jul,100,3,-1,0,,False
43,blue-collar,married,secondary,False,3060,True,False,,15,may,253,2,-1,0,,False
44,services,married,secondary,False,5780,True,False,cellular,1,apr,525,2,-1,0,,False
30,technician,single,secondary,False,790,False,False,cellular,20,aug,696,3,-1,0,,False
38,unemployed,married,tertiary,False,1449,False,False,,26,may,535,6,-1,0,,False
50,technician,married,secondary,False,1412,False,False,cellular,6,aug,131,3,-1,0,,False
21,student,single,secondary,False,681,False,False,,20,aug,6,1,-1,0,,False
38,entrepreneur,married,tertiary,False,228,True,False,cellular,5,feb,105,1,-1,0,,False
42,admin.,married,secondary,False,0,False,False,,19,jun,370,1,-1,0,,False
45,technician,single,tertiary,False,2087,False,False,cellular,29,aug,29,14,-1,0,,False
34,entrepreneur,married,secondary,False,2,True,True,cellular,5,may,184,1,167,6,failure,False
48,technician,married,secondary,False,197,False,True,cellular,3,feb,47,2,222,3,other,False
34,services,married,secondary,False,0,False,True,,2,jul,193,4,-1,0,,False
32,blue-collar,married,secondary,False,1905,True,False,cellular,16,jul,709,2,-1,0,,True
35,technician,married,tertiary,False,118,False,False,cellular,6,aug,358,2,-1,0,,False
39,entrepreneur,married,tertiary,False,2644,True,False,,20,may,253,1,-1,0,,False
36,self-employed,married,tertiary,False,16430,True,False,,6,jun,197,3,-1,0,,False
35,technician,married,secondary,False,13,False,False,cellular,22,aug,94,2,-1,0,,False
57,services,divorced,secondary,False,14,False,True,cellular,22,jul,445,2,-1,0,,False
28,technician,single,secondary,False,769,True,False,cellular,15,may,153,1,371,2,failure,False
43,admin.,married,,False,3485,False,False,,18,jun,113,1,-1,0,,False
57,management,married,secondary,False,139,False,False,cellular,17,aug,80,1,-1,0,,False
34,services,divorced,secondary,False,202,True,False,,15,may,318,1,-1,0,,False
36,technician,married,tertiary,False,6,True,False,cellular,27,jan,100,1,435,1,failure,False
47,management,divorced,tertiary,False,2515,False,False,,20,jun,40,3,-1,0,,False
36,management,divorced,tertiary,False,5195,True,False,,2,jun,55,25,-1,0,,False
33,management,married,tertiary,False,2098,False,False,cellular,20,nov,67,1,-1,0,,False
57,management,married,tertiary,False,320,False,False,cellular,7,aug,76,2,-1,0,,False
57,management,married,tertiary,False,3431,True,False,,16,may,73,1,-1,0,,False
34,admin.,married,secondary,False,50,True,False,,20,may,89,2,-1,0,,False
51,housemaid,divorced,tertiary,False,370,True,False,cellular,19,aug,109,3,-1,0,,False
54,blue-collar,divorced,primary,False,-182,False,False,cellular,9,jul,98,1,-1,0,,False
52,self-employed,single,tertiary,False,1623,True,False,,5,jun,21,17,-1,0,,False
43,entrepreneur,married,tertiary,False,13342,True,False,cellular,18,nov,465,1,-1,0,,False
58,retired,single,primary,False,6570,False,False,cellular,21,jul,106,3,-1,0,,False
53,admin.,married,secondary,False,225,True,False,cellular,20,apr,304,1,340,1,failure,False
44,management,married,secondary,False,-665,False,False,cellular,30,jul,342,3,-1,0,,False
29,management,single,tertiary,False,0,False,False,,16,may,16,25,-1,0,,False
27,services,single,secondary,False,54,True,False,,28,may,543,2,-1,0,,True
35,blue-collar,married,primary,False,46,False,False,cellular,8,jul,338,3,-1,0,,False
40,self-employed,married,secondary,False,2,False,False,cellular,22,aug,197,5,-1,0,,False
34,blue-collar,married,secondary,False,103,True,True,,8,may,956,2,-1,0,,False
38,admin.,single,secondary,False,883,True,False,cellular,12,may,95,1,327,9,other,False
32,services,married,secondary,False,55,True,False,,15,may,546,9,-1,0,,False
41,admin.,married,secondary,False,8238,True,True,,30,may,124,4,-1,0,,False
25,blue-collar,single,secondary,False,913,True,False,cellular,7,jul,113,4,-1,0,,False
38,blue-collar,divorced,secondary,False,595,True,False,cellular,7,may,245,3,-1,0,,False
26,technician,single,secondary,False,7,True,False,cellular,22,jul,188,2,-1,0,,False
